PAYERGROUPCODE,STATECODE,MONTHUID,ACTIVEMEMBERSHIP,ACTIVEMEMBERSHIP_FORECAST,ACTIVEMEMBERSHIP_FORECAST_LOWER,ACTIVEMEMBERSHIP_FORECAST_UPPER,ACTIVEMEMBERSHIP_FORECAST_MAE,MODEL
All,MD,2019-01,85628,85626.563174633,85595.738875569,85657.081322218,173.630509937,PROPHET
All,MD,2019-02,85594,85598.617413011,85566.676267752,85628.707867727,173.630509937,PROPHET
All,MD,2019-03,86034,86027.946091883,85994.678470073,86056.685091458,173.630509937,PROPHET
All,MD,2019-04,86216,86221.841990769,86190.535364289,86252.94336324,173.630509937,PROPHET
All,MD,2019-05,86471,86468.03113421,86439.334998171,86498.865564175,173.630509937,PROPHET
All,MD,2019-06,86401,86401.000016151,86369.821206056,86430.404175796,173.630509937,PROPHET
All,MD,2019-07,86299,86296.12689792,86266.11478473,86325.847591302,173.630509937,PROPHET
All,MD,2019-08,85546,85551.746309919,85521.166111545,85583.38348074,173.630509937,PROPHET
All,MD,2019-09,85567,85569.347049368,85538.590254067,85600.665689791,173.630509937,PROPHET
All,MD,2019-10,85535,85494.468816563,85464.318345558,85523.880786442,173.630509937,PROPHET
All,MD,2019-11,85352,85417.094642665,85388.233341256,85448.153194372,173.630509937,PROPHET
All,MD,2019-12,85372,85342.21640986,85310.245555963,85373.278253811,173.630509937,PROPHET
All,MD,2020-01,,85264.842235962,85069.010658577,85416.47602944,173.630509937,PROPHET
All,MD,2020-02,,85187.468062063,84451.913840498,85762.885304238,173.630509937,PROPHET
All,ME,2019-01,35426,35424.609686078,35403.607996179,35445.946987005,74.416933472,PROPHET
All,ME,2019-02,35299,35300.133659623,35279.871870494,35321.037951142,74.416933472,PROPHET
All,ME,2019-03,35192,35195.507347959,35175.350053389,35216.244698823,74.416933472,PROPHET
All,ME,2019-04,35118,35111.459231,35091.007643147,35132.935416034,74.416933472,PROPHET
All,ME,2019-05,35012,35016.803268043,34995.890349937,35037.27644015,74.416933472,PROPHET
All,ME,2019-06,34928,34924.856000382,34903.90348899,34946.496186186,74.416933472,PROPHET
All,ME,2019-07,34831,34835.874778404,34815.496579165,34856.108715355,74.416933472,PROPHET
All,ME,2019-08,34886,34882.754890207,34860.89819487,34904.784853337,74.416933472,PROPHET
All,ME,2019-09,34834,34863.642443799,34843.696674484,34885.312353818,74.416933472,PROPHET
All,ME,2019-10,34879,34835.361838701,34813.293807001,34855.734990588,74.416933472,PROPHET
All,ME,2019-11,34809,34806.138546766,34784.256537599,34828.110437109,74.416933472,PROPHET
All,ME,2019-12,34761,34777.857941668,34757.064872454,34798.38540679,74.416933472,PROPHET
All,ME,2020-01,,34748.634649733,34720.355811439,34778.007855456,74.416933472,PROPHET
All,ME,2020-02,,34719.411357798,34647.881708315,34793.30764261,74.416933472,PROPHET
All,MI,2019-01,474624,476077.398873981,467130.600993448,485359.702055388,22317.609926887,PROPHET
All,MI,2019-02,475289,475157.124795964,465950.075887065,484207.254398162,22317.609926887,PROPHET
All,MI,2019-03,473228,474325.909375548,465802.45765432,483947.672195547,22317.609926887,PROPHET
All,MI,2019-04,472887,473405.634852404,464253.678465582,482574.639614477,22317.609926887,PROPHET
All,MI,2019-05,472251,472515.046688987,463793.243414646,481587.215057238,22317.609926887,PROPHET
All,MI,2019-06,470999,471594.772068009,463008.607320444,480058.29258303,22317.609926887,PROPHET
All,MI,2019-07,470567,470704.183283888,461342.362081232,479316.275430167,22317.609926887,PROPHET
All,MI,2019-08,469836,469778.551673667,460482.025150224,478244.946353255,22317.609926887,PROPHET
All,MI,2019-09,470683,468846.963145204,459179.439547232,477550.002290295,22317.609926887,PROPHET
All,MI,2019-10,470830,462415.410424896,453525.438141127,472495.252350998,22317.609926887,PROPHET
All,MI,2019-11,468466,455769.472613912,446390.104629309,464074.61792114,22317.609926887,PROPHET
All,MI,2019-12,430277,449337.919893604,439922.716191465,458696.948751782,22317.609926887,PROPHET
All,MI,2020-01,,442691.98208262,434100.644485021,451726.35256079,22317.609926887,PROPHET
All,MI,2020-02,,436046.044271635,427663.653940939,445346.651094676,22317.609926887,PROPHET
All,MN,2019-01,192771,234219.512378981,184217.511341575,287313.88472299,11315.717573295,PROPHET
All,MN,2019-02,192539,213687.345088644,163731.866855415,265839.686742053,11315.717573295,PROPHET
All,MN,2019-03,192349,195142.161732843,142050.646384608,246867.931055028,11315.717573295,PROPHET
All,MN,2019-04,192214,174609.994439706,124820.777818453,226457.43036878,11315.717573295,PROPHET
All,MN,2019-05,192072,154740.155121858,100422.267310811,205447.08059934,11315.717573295,PROPHET
All,MN,2019-06,191700,134207.987818854,83861.212920407,185544.629733442,11315.717573295,PROPHET
All,MN,2019-07,191210,114338.148501824,60993.960860439,162779.863419278,11315.717573295,PROPHET
All,MN,2019-08,28408,93805.981200606,43776.161942603,146220.220626124,11315.717573295,PROPHET
All,MN,2019-09,28321,73273.813906126,17647.216251829,125678.492212219,11315.717573295,PROPHET
All,MN,2019-10,28279,53403.974601833,2823.658925458,102977.162464439,11315.717573295,PROPHET
All,MN,2019-11,28162,32871.807320731,-20580.788853783,84577.857388166,11315.717573295,PROPHET
All,MN,2019-12,28074,13001.968016438,-37430.409879779,63451.542685186,11315.717573295,PROPHET
All,MN,2020-01,,-7530.199264665,-59702.207161623,46466.488945796,11315.717573295,PROPHET
All,MN,2020-02,,-28062.366545768,-81622.119889474,23070.690713543,11315.717573295,PROPHET
All,MO,2019-01,154028,154024.113501326,153958.971123873,154085.932322663,382.571204114,PROPHET
All,MO,2019-02,153145,153157.489187952,153089.584527759,153224.307446583,382.571204114,PROPHET
All,MO,2019-03,152537,152528.399594938,152462.336960086,152596.651595606,382.571204114,PROPHET
All,MO,2019-04,151685,151676.965367009,151607.559763928,151744.443328187,382.571204114,PROPHET
All,MO,2019-05,150383,150398.800808886,150328.723471435,150465.982605341,382.571204114,PROPHET
All,MO,2019-06,150156,150148.229961169,150079.39750768,150212.711575839,382.571204114,PROPHET
All,MO,2019-07,149538,149530.227664124,149461.620690798,149591.77114996,382.571204114,PROPHET
All,MO,2019-08,144908,144915.77085154,144851.182100827,144983.315874386,382.571204114,PROPHET
All,MO,2019-09,143829,143929.084373548,143856.600068192,143995.911577896,382.571204114,PROPHET
All,MO,2019-10,143641,143515.12802623,143451.549448263,143584.075539562,382.571204114,PROPHET
All,MO,2019-11,143131,143087.373134001,143019.257859858,143155.658121261,382.571204114,PROPHET
All,MO,2019-12,142604,142673.416786683,142607.206338639,142742.308720968,382.571204114,PROPHET
All,MO,2020-01,,142245.661894454,141423.092739171,142926.771809763,382.571204114,PROPHET
All,MO,2020-02,,141817.907002225,139013.269509577,144290.643020237,382.571204114,PROPHET
All,MS,2019-01,58562,60060.082023558,57070.295298664,62735.136234662,4578.540809851,PROPHET
All,MS,2019-02,58663,59622.633737896,56654.521697723,62432.208562028,4578.540809851,PROPHET
All,MS,2019-03,58682,59227.519151363,56425.76504733,62020.876014532,4578.540809851,PROPHET
All,MS,2019-04,58736,58790.070863578,55882.144247398,61752.191295188,4578.540809851,PROPHET
All,MS,2019-05,58766,58366.733807174,55263.032601113,61037.256614919,4578.540809851,PROPHET
All,MS,2019-06,58921,57929.285502391,55095.367983564,60574.905413157,4578.540809851,PROPHET
All,MS,2019-07,59014,57505.935636592,54934.476734768,60498.105956141,4578.540809851,PROPHET
All,MS,2019-08,58405,57066.620410025,54345.581422335,59964.058516242,4578.540809851,PROPHET
All,MS,2019-09,58159,56625.750740665,53926.945240839,59479.058137222,4578.540809851,PROPHET
All,MS,2019-10,57954,56197.706443028,53133.724027101,59021.764731045,4578.540809851,PROPHET
All,MS,2019-11,57675,55755.394002137,52938.608130371,58470.095497918,4578.540809851,PROPHET
All,MS,2019-12,48921,55327.3497045,52558.678510795,58191.160897221,4578.540809851,PROPHET
All,MS,2020-01,,54885.037263608,52037.798739584,57498.296647105,4578.540809851,PROPHET
All,MS,2020-02,,54442.724822717,51727.310159532,57315.461687733,4578.540809851,PROPHET
All,MT,2019-01,25299,25315.73417719,25153.802234228,25480.903828192,42.890405767,PROPHET
All,MT,2019-02,25226,25257.711741277,25102.883972772,25420.458994443,42.890405767,PROPHET
All,MT,2019-03,25189,25205.304381419,25038.802253996,25378.38600603,42.890405767,PROPHET
All,MT,2019-04,25191,25147.281890322,24987.575079852,25325.636397071,42.890405767,PROPHET
All,MT,2019-05,25112,25090.950380639,24926.690412255,25245.289776209,42.890405767,PROPHET
All,MT,2019-06,25025,25011.839530853,24855.678040477,25186.582952924,42.890405767,PROPHET
All,MT,2019-07,24972,24679.183676519,24520.746937526,24853.059606751,42.890405767,PROPHET
All,MT,2019-08,24002,24335.194074394,24163.316039754,24491.593904394,42.890405767,PROPHET
All,MT,2019-09,23984,23992.890116157,23824.522899748,24164.473459077,42.890405767,PROPHET
All,MT,2019-10,23968,23980.232817191,23806.632323791,24154.432139036,42.890405767,PROPHET
All,MT,2019-11,23951,23967.15360826,23790.583685645,24120.596818367,42.890405767,PROPHET
All,MT,2019-12,24019,23954.496309294,23793.536495063,24122.055160804,42.890405767,PROPHET
All,MT,2020-01,,23941.417100362,23765.167373733,24122.093166322,42.890405767,PROPHET
All,MT,2020-02,,23928.33789143,23689.421588524,24162.971788782,42.890405767,PROPHET
All,NC,2019-01,98175,98365.464107092,97348.654674106,99574.059506429,1450.438339153,PROPHET
All,NC,2019-02,97856,98128.720856464,97019.065624646,99192.360304782,1450.438339153,PROPHET
All,NC,2019-03,97972,97914.888262618,96831.584473068,98983.821111377,1450.438339153,PROPHET
All,NC,2019-04,97741,97678.145013053,96578.503144347,98709.252644732,1450.438339153,PROPHET
All,NC,2019-05,97550,97449.038504469,96292.590636751,98481.937697163,1450.438339153,PROPHET
All,NC,2019-06,97436,97208.84748062,96163.640647463,98329.471952466,1450.438339153,PROPHET
All,NC,2019-07,97321,96960.213587385,95815.150655866,98050.041439624,1450.438339153,PROPHET
All,NC,2019-08,95003,95046.234143911,93974.40933608,96113.807339084,1450.438339153,PROPHET
All,NC,2019-09,94804,93127.847490167,92055.781189563,94218.330397328,1450.438339153,PROPHET
All,NC,2019-10,89161,91270.440282153,90115.717443568,92319.764939408,1450.438339153,PROPHET
All,NC,2019-11,88637,89351.119500538,88321.309321546,90421.795661314,1450.438339153,PROPHET
All,NC,2019-12,88339,87493.712292523,86364.351062637,88621.374568548,1450.438339153,PROPHET
All,NC,2020-01,,85574.391510909,84500.049498131,86675.53178038,1450.438339153,PROPHET
All,NC,2020-02,,83655.070729294,82433.428723218,84784.142325846,1450.438339153,PROPHET
All,ND,2019-01,8640,9605.399494244,8407.237910011,10811.138731167,4975.002631359,PROPHET
All,ND,2019-02,8597,9117.478797223,7934.83345765,10400.159298283,4975.002631359,PROPHET
All,ND,2019-03,8585,8676.77623221,7495.122612028,9902.138346419,4975.002631359,PROPHET
All,ND,2019-04,8588,8188.855535453,6947.778002949,9446.239687384,4975.002631359,PROPHET
All,ND,2019-05,8618,7716.674216003,6439.943637081,8920.953618564,4975.002631359,PROPHET
All,ND,2019-06,8612,7228.753519462,6004.303043812,8496.352206481,4975.002631359,PROPHET
All,ND,2019-07,8598,6756.572200366,5522.550131419,8009.097868873,4975.002631359,PROPHET
All,ND,2019-08,4764,6268.651504058,5027.43053661,7586.649158558,4975.002631359,PROPHET
All,ND,2019-09,4732,5780.730807825,4475.087100379,7031.001388085,4975.002631359,PROPHET
All,ND,2019-10,4701,5308.549488909,4052.323358955,6497.346254691,4975.002631359,PROPHET
All,ND,2019-11,4694,4820.628792696,3649.306263923,6047.406807208,4975.002631359,PROPHET
All,ND,2019-12,4662,4348.447473781,3078.105800347,5540.19570294,4975.002631359,PROPHET
All,ND,2020-01,,3860.526777568,2583.42271098,5096.608487025,4975.002631359,PROPHET
All,ND,2020-02,,3372.606081356,2134.256128837,4594.939234162,4975.002631359,PROPHET
All,NE,2019-01,29579,30417.513286127,29403.320760292,31439.082058103,187.786750119,PROPHET
All,NE,2019-02,29603,30011.689461446,29014.73715753,31022.090562773,187.786750119,PROPHET
All,NE,2019-03,29725,29645.138911163,28628.815342038,30630.376587109,187.786750119,PROPHET
All,NE,2019-04,29572,29239.307939254,28260.822411076,30286.34252445,187.786750119,PROPHET
All,NE,2019-05,29462,28845.959584308,27859.854369898,29790.055291536,187.786750119,PROPHET
All,NE,2019-06,29477,28439.015457826,27469.101779463,29344.750201515,187.786750119,PROPHET
All,NE,2019-07,29568,28044.181277378,27095.293111583,29026.349443767,187.786750119,PROPHET
All,NE,2019-08,26420,27634.961997253,26579.985634915,28592.161021979,187.786750119,PROPHET
All,NE,2019-09,26403,27225.742718455,26155.585708204,28206.109522457,187.786750119,PROPHET
All,NE,2019-10,26357,26829.724063487,25845.490794791,27796.131604059,187.786750119,PROPHET
All,NE,2019-11,26364,26420.504786687,25409.362220365,27302.50757966,187.786750119,PROPHET
All,NE,2019-12,26250,26024.486131719,25038.650751526,27057.123056099,187.786750119,PROPHET
All,NE,2020-01,,25615.266854918,24607.323063126,26568.476527292,187.786750119,PROPHET
All,NE,2020-02,,25206.047578118,24214.608776213,26207.245772124,187.786750119,PROPHET
All,NH,2019-01,34684,34686.804195358,34616.857739529,34758.88912153,473.929835159,PROPHET
All,NH,2019-02,34461,34450.228508809,34381.912287239,34519.558448119,473.929835159,PROPHET
All,NH,2019-03,34243,34236.5472464,34170.464815544,34303.801623941,473.929835159,PROPHET
All,NH,2019-04,33961,33999.971572938,33928.535501488,34062.905802482,473.929835159,PROPHET
All,NH,2019-05,33843,33830.751370231,33760.850312346,33904.320641011,473.929835159,PROPHET
All,NH,2019-06,33668,33655.890406409,33580.730734596,33727.344853992,473.929835159,PROPHET
All,NH,2019-07,33502,33465.914830361,33393.668378657,33535.066721732,473.929835159,PROPHET
All,NH,2019-08,33130,33195.03420892,33123.738853421,33262.261959895,473.929835159,PROPHET
All,NH,2019-09,33395,33320.253014521,33255.111174933,33391.807374472,473.929835159,PROPHET
All,NH,2019-10,33440,33440.703577903,33374.674462094,33510.994800214,473.929835159,PROPHET
All,NH,2019-11,33440,33565.169160065,33495.38265698,33631.269002214,473.929835159,PROPHET
All,NH,2019-12,33766,33685.619723447,33622.43650835,33749.657416708,473.929835159,PROPHET
All,NH,2020-01,,33810.085305609,33728.886518072,33894.881692879,473.929835159,PROPHET
All,NH,2020-02,,33934.550887771,33786.374163988,34083.711849191,473.929835159,PROPHET
All,NJ,2019-01,327730,326574.844713236,324573.235364098,328642.243825015,13605.601909871,PROPHET
All,NJ,2019-02,326432,326874.765745211,324727.791333477,328974.810188237,13605.601909871,PROPHET
All,NJ,2019-03,326367,327156.460935558,325047.573773676,329298.980011935,13605.601909871,PROPHET
All,NJ,2019-04,326890,327496.238988945,325171.379034243,329484.599527478,13605.601909871,PROPHET
All,NJ,2019-05,327165,327852.883059291,325699.338650372,329963.754349383,13605.601909871,PROPHET
All,NJ,2019-06,328100,328221.415711679,325939.683842325,330291.915006254,13605.601909871,PROPHET
All,NJ,2019-07,330380,328578.05988713,326516.247047083,330548.795371248,13605.601909871,PROPHET
All,NJ,2019-08,327879,328494.689762468,326300.145310713,330384.635530018,13605.601909871,PROPHET
All,NJ,2019-09,327364,328395.485877726,326445.203511403,330527.525030753,13605.601909871,PROPHET
All,NJ,2019-10,326797,325651.179792636,323486.966409985,327749.185882968,13605.601909871,PROPHET
All,NJ,2019-11,326291,322815.396838043,320718.121536341,324944.690995313,13605.601909871,PROPHET
All,NJ,2019-12,316765,320071.090752953,317803.182625012,322113.842742348,13605.601909871,PROPHET
All,NJ,2020-01,,317235.307798359,315193.730981516,319269.389109252,13605.601909871,PROPHET
All,NJ,2020-02,,314399.524843766,312102.993324301,316739.533245863,13605.601909871,PROPHET
All,NM,2019-01,131650,131194.550207095,129672.16914714,132580.639737749,3837.341990637,PROPHET
All,NM,2019-02,131654,131887.492248044,130512.22267165,133332.226182011,3837.341990637,PROPHET
All,NM,2019-03,131860,132513.375397799,131094.616973197,133876.292242344,3837.341990637,PROPHET
All,NM,2019-04,133556,133206.317459017,131712.361813066,134596.551253597,3837.341990637,PROPHET
All,NM,2019-05,133753,133876.906566188,132295.238424318,135303.040018693,3837.341990637,PROPHET
All,NM,2019-06,133596,134569.848628917,133044.016416547,136030.171908176,3837.341990637,PROPHET
All,NM,2019-07,135997,135240.437721616,133749.455003514,136688.92614344,3837.341990637,PROPHET
All,NM,2019-08,135957,135929.978394445,134493.800194027,137442.156367554,3837.341990637,PROPHET
All,NM,2019-09,136140,136615.396497082,135160.729991835,138003.63203869,3837.341990637,PROPHET
All,NM,2019-10,136529,135293.484936581,133801.492600341,136732.559409225,3837.341990637,PROPHET
All,NM,2019-11,136106,133927.509657397,132475.101009165,135385.613845874,3837.341990637,PROPHET
All,NM,2019-12,130059,132605.598096896,131230.501497566,134055.450117716,3837.341990637,PROPHET
All,NM,2020-01,,131239.622817711,129807.89630534,132638.488444655,3837.341990637,PROPHET
All,NM,2020-02,,129873.647538527,128283.172106238,131354.884369591,3837.341990637,PROPHET
All,NV,2019-01,57076,57071.077390626,57021.454687697,57118.124997044,537.133546416,PROPHET
All,NV,2019-02,56933,56948.818490433,56903.203029409,56996.334456359,537.133546416,PROPHET
All,NV,2019-03,56975,56954.262549175,56908.852332679,56999.21535569,537.133546416,PROPHET
All,NV,2019-04,56925,56934.839071834,56887.925361491,56984.221918332,537.133546416,PROPHET
All,NV,2019-05,56938,56947.84377457,56900.111612883,56992.468171592,537.133546416,PROPHET
All,NV,2019-06,57104,57094.157811865,57045.726868354,57142.859138481,537.133546416,PROPHET
All,NV,2019-07,57043,57033.15819305,56990.842439429,57075.577285385,537.133546416,PROPHET
All,NV,2019-08,56596,56615.683609946,56565.478022885,56660.750106833,537.133546416,PROPHET
All,NV,2019-09,56933,56958.952245566,56911.632045432,57006.586830266,537.133546416,PROPHET
All,NV,2019-10,56995,56904.284533413,56857.883958834,56950.811909886,537.133546416,PROPHET
All,NV,2019-11,56777,56847.794564189,56801.467240828,56893.376190406,537.133546416,PROPHET
