MONTHS,PROVIDERNAME,SPECIALITY,STATE,IP_INDICATOR,LOB,PRICEPM,MEMBER_COUNT
2019-10,Cornerstone Medical Care of Brandon P L.,Clinic/Center,FL,O,Commercial,481.17,3
2019-10,Cornerstone Pediatrics P.A.,Clinic/Center,TX,O,Commercial,116.46,1
2019-10,Cornerstone Pediatrics P.A.,Clinic/Center,TX,O,Medicare,428.04,3
2019-10,Corona Family Care Center,Clinic/Center,CA,O,Commercial,1520.34,11
2019-10,Corona Family Care Center,Clinic/Center,CA,O,Medicare,6501.35,65
2019-10,Corp.,Clinic/Center,FL,O,Commercial,422.91,2
2019-10,Corwin Nixon Health Center,Clinic/Center,OH,O,Commercial,431.22,2
2019-10,"Costcare, PLLC",Clinic/Center,MT,O,Commercial,63.91,1
2019-10,Cottage Grove Health Center,Clinic/Center,IL,O,Medicare,1614.25,16
2019-10,Cotton-O'Neil Clinic McLouth,Clinic/Center,KS,O,Commercial,68.21,1
2019-10,Countryside Medical Clinic LLC,Clinic/Center,IA,O,Medicare,353.64,2
2019-10,Covenant Community Care-W Grand Blvd.,Clinic/Center,MI,O,Commercial,0.00,3
2019-10,Covert Clinic Pa,Clinic/Center,AR,O,Commercial,168.10,2
2019-10,Coweta Medical Group P.L.L.C.,Clinic/Center,OK,O,Commercial,635.52,5
2019-10,Cresent Community Health Center,Clinic/Center,IA,O,Medicare,3992.77,23
2019-10,Cross Chiropractic LLC,Clinic/Center,IA,O,Medicare,214.24,1
2019-10,Cross-Over Ministry Inc. The,Clinic/Center,VA,O,Medicare,422.48,2
2019-10,Crossing Healthcare,Clinic/Center,IL,O,Commercial,1705.21,15
2019-10,Crossing Healthcare,Clinic/Center,IL,O,Medicare,24963.18,159
2019-10,Crosspointe Family Services,Clinic/Center,ID,O,Commercial,0.00,3
2019-10,Crossroad Health Center,Clinic/Center,OH,O,Commercial,370.25,3
2019-10,Crouch Family Medicine,Clinic/Center,OK,O,Commercial,726.96,1
2019-10,Cumming Internal Medicine,Clinic/Center,GA,O,Commercial,1364.91,9
2019-10,Curry Health Center,Clinic/Center,MT,O,Commercial,191.36,1
2019-10,DCH Family Medicine Panora,Clinic/Center,IA,O,Medicare,137.84,2
2019-10,DR C. Bret Bowling M D Independent Specialist of Family Medicine,Clinic/Center,MO,O,Commercial,7.98,1
2019-10,DR Charles R. Drew Health Center,Clinic/Center,OH,O,Commercial,2835.42,4
2019-10,DR Ganapathi Baskar Medical PC,Clinic/Center,NY,O,Commercial,231.79,1
2019-10,DR Jorge Prieto Health Center,Clinic/Center,IL,O,Medicare,932.14,7
2019-10,DR Lisa Li LLC,Clinic/Center,NJ,O,Commercial,208.88,2
2019-10,DR Lisa Li LLC,Clinic/Center,NJ,O,Medicare,347.95,1
2019-10,DR Lius Clinic Service Corp.,Clinic/Center,IL,O,Medicare,72.84,1
2019-10,DR Rick L. Houdersheldt,Clinic/Center,WV,O,Commercial,153.64,2
2019-10,DR. Andy's Family Practice PLLC,Clinic/Center,AR,O,Commercial,282.16,1
2019-10,DR. Jordan Young MD Pa,Clinic/Center,FL,O,Commercial,134.53,1
2019-10,DR. Porter Sports Chiropractic & Wellness Inc.,Clinic/Center,CA,O,Commercial,212.46,1
2019-10,Dacia Medical Professional Corp.,Clinic/Center,IL,O,Commercial,868.52,2
2019-10,Daughters-Charity Carrollton Health Ctr,Clinic/Center,LA,O,Commercial,89.42,2
2019-10,David Martin MD,Clinic/Center,TX,O,Commercial,147.85,1
2019-10,David Powell Clinic,Clinic/Center,TX,O,Medicare,1630.64,10
2019-10,David R. Gamez Community Health Center,Clinic/Center,MI,O,Medicare,,1
2019-10,Dawson Medical Center,Clinic/Center,GA,O,Commercial,129.13,1
2019-10,Dawson Medical Center,Clinic/Center,GA,O,Medicare,5138.64,28
2019-10,Deborah A Coy MD LLC,Clinic/Center,NJ,O,Commercial,373.28,3
2019-10,Deer Creek Family Healthcare and Wellness Clinic LLC,Clinic/Center,OK,O,Commercial,666.24,4
2019-10,Del Norte Community Health Center,Clinic/Center,CA,O,Commercial,415.33,3
2019-10,Del Norte Community Health Center,Clinic/Center,CA,O,Medicare,4360.99,79
2019-10,Delaware Family Healthcare Alliance Inc.,Clinic/Center,DE,O,Medicaid,776.82,4
2019-10,Delaware Family Healthcare Alliance Inc.,Clinic/Center,DE,O,Medicare,489.20,5
2019-10,Demask Family Medical S C.,Clinic/Center,IL,O,Commercial,459.84,2
2019-10,Denison Family Health Center,Clinic/Center,IA,O,Medicare,1746.41,9
2019-10,Dimensions Family Practice,Clinic/Center,OK,O,Commercial,119.69,1
2019-10,Dirne Community Health Homeless Walk In,Clinic/Center,ID,O,Commercial,385.06,2
2019-10,Divine Health Care LLC,Clinic/Center,VA,O,Commercial,278.02,2
2019-10,Divine Health Care LLC,Clinic/Center,VA,O,Medicare,299.04,3
2019-10,Doctor G. Family Medical Services,Clinic/Center,NC,O,Commercial,460.61,3
2019-10,"Don Son MD, Inc.",Clinic/Center,CA,O,Commercial,1434.84,3
2019-10,Dongola Rural Health Medical Clinic,Clinic/Center,IL,O,Medicare,0.00,1
2019-10,Douglas F Carrasco MD Inc.,Clinic/Center,CA,O,Commercial,195.68,1
2019-10,Downtown Family Medicine PC,Clinic/Center,NY,O,Commercial,223.31,1
2019-10,Dublin Internal Medicine PC,Clinic/Center,PA,O,Commercial,211.95,2
2019-10,Dulles Pediatrics,Clinic/Center,VA,O,Commercial,564.02,2
2019-10,Dutch Medical Clinics Dba Allegro Family Medical,Clinic/Center,MS,O,Commercial,801.90,4
2019-10,Dutch Medical Clinics Dba Allegro Family Medical,Clinic/Center,MS,O,Medicare,215.16,1
2019-10,Eagle View Community Health System,Clinic/Center,IL,O,Medicare,73.07,2
2019-10,East Arkansas Family Health Center,Clinic/Center,AR,O,Commercial,457.21,4
2019-10,East Arkansas Family Health Center,Clinic/Center,AR,O,Medicare,0.00,3
2019-10,East Brunswick Primary Care Pa,Clinic/Center,NJ,O,Commercial,450.16,3
2019-10,East End Physicians,Clinic/Center,VA,O,Medicare,1329.14,12
2019-10,East Georgia Healthcare Center-Metter,Clinic/Center,GA,O,Medicare,63.32,1
2019-10,East Liberty Family Health Care Center,Clinic/Center,PA,O,Medicare,0.00,1
2019-10,East Ocean View Health Center,Clinic/Center,VA,O,Commercial,301.32,3
2019-10,East Valley Primary Care Physicians,Clinic/Center,AZ,O,Commercial,380.68,3
2019-10,Eastport Health Care,Clinic/Center,ME,O,Commercial,,1
2019-10,Eastside Community Clinic,Clinic/Center,TX,O,Medicare,748.36,5
2019-10,Ebenezer Health Care Services PC,Clinic/Center,OK,O,Commercial,241.88,1
2019-10,Ebony Washington,Clinic/Center,TX,O,Commercial,15.11,1
2019-10,El Centro Family Health-Coyote Clinic,Clinic/Center,NM,O,Medicare,374.24,3
2019-10,El Centro Family Health-Espanola Clinic,Clinic/Center,NM,O,Commercial,,1
2019-10,El Centro Family Health-Espanola Clinic,Clinic/Center,NM,O,Medicare,5007.63,36
2019-10,El Centro Family Health-Las Vegas Clinic,Clinic/Center,NM,O,Commercial,65.29,2
2019-10,El Centro Family Health-Las Vegas Clinic,Clinic/Center,NM,O,Medicare,3568.69,32
2019-10,El Centro Family Health-San Miguel Clini.,Clinic/Center,NM,O,Medicare,490.04,6
2019-10,El Rio Cmnty. Hlth-Northwest Health Ctr,Clinic/Center,AZ,O,Commercial,291.21,3
2019-10,El Rio Cmnty. Hlth-Northwest Health Ctr,Clinic/Center,AZ,O,Medicare,10027.60,57
2019-10,El Rio Cmnty. Hlth-Southwest Health Ctr,Clinic/Center,AZ,O,Commercial,460.28,3
2019-10,El Rio Cmnty. Hlth-Southwest Health Ctr,Clinic/Center,AZ,O,Medicare,8176.81,56
2019-10,Elemental Care Health & Wellness Center,Clinic/Center,IL,O,Commercial,770.57,4
2019-10,Eleodora C. Merle Ignacio MD PC,Clinic/Center,VA,O,Commercial,291.84,2
2019-10,Elite. Care Family Medicine,Clinic/Center,MS,O,Commercial,1480.70,4
2019-10,Ellenville Family Health Center,Clinic/Center,NY,O,Commercial,54.31,1
2019-10,Englewood Health Center FFS,Clinic/Center,IL,O,Medicare,828.42,8
2019-10,Erich V Mattern MD Family Medical Clinic,Clinic/Center,NV,O,Commercial,208.38,1
2019-10,Erie Div. Street Health Center,Clinic/Center,IL,O,Commercial,392.40,4
2019-10,Erie Div. Street Health Center,Clinic/Center,IL,O,Medicare,73.07,1
2019-10,Erie Wstsd. Hlth. Ctr Laura S. Ward Elem.,Clinic/Center,IL,O,Commercial,998.31,6
2019-10,Erie Wstsd. Hlth. Ctr Laura S. Ward Elem.,Clinic/Center,IL,O,Medicare,8142.41,78
2019-10,Esperanza Little Village Health Care,Clinic/Center,IL,O,Commercial,103.14,1
2019-10,Esperanza Little Village Health Care,Clinic/Center,IL,O,Medicare,823.63,7
2019-10,Estrella Provider Services LLC,Clinic/Center,TX,O,Medicare,0.00,24
2019-10,"Estrellitas Pediatrics Christy Stewart Aprn, CNP",Nurse Practitioner,OK,O,Commercial,118.13,1
2019-10,Eunice Special Hospital District Eunice Health,Clinic/Center,NM,O,Medicare,479.52,4
2019-10,Eureka Community Health Center,Clinic/Center,CA,O,Commercial,536.14,5
2019-10,Eureka Community Health Center,Clinic/Center,CA,O,Medicare,13478.56,191
2019-10,"Evan B. Hurst, MD, Internal Medicine PC",Clinic/Center,IN,O,Commercial,371.50,1
2019-10,Evergreen Health Services Inc.,Clinic/Center,NY,O,Medicare,345.20,1
2019-10,Excel Family Care LLC,Clinic/Center,NJ,O,Commercial,180.71,1
2019-10,Express Care Clinic,Clinic/Center,FL,O,Medicare,198.69,1
2019-10,Express Family Care,Clinic/Center,OK,O,Commercial,560.36,5
2019-10,Express Family Care,Clinic/Center,VA,O,Commercial,241.44,1
2019-10,Eyeland Family Optical LLC,Clinic/Center,OR,O,Commercial,116.46,1
2019-10,F & D Medical LLC,Clinic/Center,NJ,O,Commercial,330.52,4
2019-10,F & D Medical LLC,Clinic/Center,NJ,O,Medicare,232.43,1
2019-10,Fairmount Ped. and Adolescent Med,Clinic/Center,PA,O,Commercial,170.70,1
2019-10,Fairview Lakes Medical Center,Clinic/Center,MN,I,Medicare,4534.90,1
2019-10,Fairview Lakes Medical Center,Clinic/Center,MN,O,Commercial,2211.86,6
2019-10,Fairview Lakes Medical Center,Clinic/Center,MN,O,Medicare,,1
2019-10,Fairway Family Medicine,Clinic/Center,TX,O,Commercial,81.24,1
2019-10,Famicare Clinic Pa,Clinic/Center,TX,O,Medicare,137.32,1
2019-10,Family Care Clinic LLC,Clinic/Center,WY,O,Commercial,91.26,1
2019-10,Family Care Health Center,Clinic/Center,WV,O,Commercial,369.35,1
2019-10,Family Care Health Center,Clinic/Center,WV,O,Medicare,11384.13,81
2019-10,Family Care Health Center-Carondelet,Clinic/Center,MO,O,Commercial,598.03,5
2019-10,Family Care Physicians PC,Clinic/Center,MI,O,Commercial,144.81,1
2019-10,Family Care Southwest PC,Clinic/Center,CO,O,Commercial,584.11,5
2019-10,Family Centered Medicine LLC,Clinic/Center,KS,O,Commercial,473.67,5
2019-10,Family Health Care,Clinic/Center,MI,O,Commercial,3123.75,20
2019-10,Family Health Care,Clinic/Center,MI,O,Medicare,2543.17,10
2019-10,Family Health Center,Clinic/Center,SC,O,Commercial,124.69,3
2019-10,Family Health Center of Harlem,Clinic/Center,NY,O,Commercial,6390.51,35
2019-10,Family Health Center of Harlem,Clinic/Center,NY,O,Medicare,29229.42,125
2019-10,Family Health Clinic of Carroll County,Clinic/Center,IN,O,Commercial,105.50,1
2019-10,Family Health Clinic of Carroll County,Clinic/Center,IN,O,Medicare,271.26,1
2019-10,Family Healthcare Network-Porterville,Clinic/Center,CA,O,Commercial,323.64,1
2019-10,Family Medical Care Clinic,Clinic/Center,WA,O,Commercial,425.66,1
2019-10,Family Medical Practice,Clinic/Center,NC,O,Commercial,81.49,1
2019-10,Family Medical of Milledgeville,Clinic/Center,GA,O,Medicare,1277.20,9
2019-10,Family Medicine Associates of El Paso Pa,Clinic/Center,TX,O,Commercial,434.51,2
2019-10,Family Medicine Assocs of Pine Bluff,Clinic/Center,AR,O,Commercial,1034.58,8
2019-10,"Family Medicine Center of The Bitteroot, PC",Clinic/Center,MT,O,Commercial,406.28,2
2019-10,Family Medicine Nyc PC,Clinic/Center,NY,O,Commercial,137.56,1
2019-10,"Family Physicians at Katy Tamara Stout MD, Pa",Clinic/Center,TX,O,Commercial,129.55,1
2019-10,Family Practice Assoc. of Sullivan Cty.,Clinic/Center,IN,O,Commercial,69.31,1
2019-10,Family Practice Center,Clinic/Center,AR,O,Commercial,220.61,2
2019-10,Family Practice Center,Clinic/Center,GA,O,Commercial,74.56,1
2019-10,Family Practice The,Clinic/Center,CO,O,Commercial,164.36,1
2019-10,Family Primary Care Clinic Inc.,Clinic/Center,IL,O,Commercial,742.53,1
2019-10,Family Urgent Care Yukon LLC,Clinic/Center,OK,O,Commercial,1361.01,12
2019-10,Fillmore Family Medical Group,Clinic/Center,CA,O,Medicare,59.83,1
2019-10,First Family Medicine,Clinic/Center,TX,O,Commercial,404.08,2
2019-10,Five Rivers Family Health Center,Clinic/Center,OH,O,Commercial,143.74,2
2019-10,Florida Parishes Human Services Athrty.,Clinic/Center,LA,O,Medicare,388.30,4
2019-10,"Florinda G. Mallorca, MD Inc.",Clinic/Center,CA,O,Commercial,375.29,2
2019-10,Foley Family Practice,Clinic/Center,AL,O,Commercial,72.75,1
2019-10,Forefront Adult and Pediatric Care,Clinic/Center,IL,O,Commercial,218.92,1
2019-10,Forest Medical Care,Clinic/Center,TX,O,Commercial,1218.16,5
2019-10,Francis Nelson Health Center,Clinic/Center,IL,O,Commercial,1868.22,11
2019-10,Francis Nelson Health Center,Clinic/Center,IL,O,Medicare,4929.49,29
2019-10,Franciso R. Mendoza MD,Clinic/Center,CA,O,Commercial,210.12,1
2019-10,"Frank Hsueh MD, Inc.",Clinic/Center,CA,O,Commercial,231.65,1
2019-10,Fredericksburg Family Health Clinic PLLC,Clinic/Center,IA,O,Medicare,287.44,4
2019-10,Friends and Family Medical Associates LLC,Clinic/Center,FL,O,Commercial,363.55,2
2019-10,Friends of Family Health Center,Clinic/Center,CA,O,Commercial,629.18,3
2019-10,Frisco Urgent Care,Clinic/Center,TX,O,Commercial,174.35,1
2019-10,Frontera Healthcare-Brady Clinic,Clinic/Center,TX,O,Medicare,151.76,1
2019-10,Ft. Pierce Family Care Inc.,Clinic/Center,FL,O,Commercial,777.66,2
2019-10,Gateway Zapata Clinic,Clinic/Center,TX,O,Commercial,234.59,1
2019-10,Gateway Zapata Clinic,Clinic/Center,TX,O,Medicaid,455.14,4
2019-10,Gateway Zapata Clinic,Clinic/Center,TX,O,Medicare,22270.09,155
2019-10,Genesis Family Health,Clinic/Center,KS,O,Medicare,20.10,2
2019-10,Geneva Community Health,Clinic/Center,NY,O,Commercial,0.00,1
2019-10,George Z Farion MD Pa,Clinic/Center,NJ,O,Commercial,650.82,5
2019-10,Georgetown Pediatrics-Family Practice,Clinic/Center,OH,O,Medicare,641.94,4
2019-10,Global Medical Associates,Clinic/Center,NY,O,Commercial,200.59,1
2019-10,Good Neighbor Community Health Center,Clinic/Center,NE,O,Commercial,165.10,1
2019-10,Good Neighbor Community Health Center,Clinic/Center,NE,O,Medicare,470.94,10
2019-10,Gopal K. Sinha MD Pa,Clinic/Center,NJ,O,Medicare,481.46,2
2019-10,Governors Family Practice P.A,Clinic/Center,DE,O,Commercial,114.03,1
2019-10,Governors Family Practice P.A,Clinic/Center,DE,O,Medicaid,941.59,6
2019-10,Governors Family Practice P.A,Clinic/Center,DE,O,Medicare,704.08,3
2019-10,Gpha Dental and Behavioral Health,Clinic/Center,PA,O,Medicare,80.34,1
2019-10,Grace Family Medicine LLC,Clinic/Center,TN,O,Commercial,100.96,1
2019-10,Grace Family Medicine Plc.,Clinic/Center,VA,O,Commercial,77.62,1
2019-10,Grayson County Health Clinic,Clinic/Center,TX,O,Medicare,110.71,1
2019-10,Great LKS Bay Health Centers Shiawassee,Clinic/Center,MI,O,Commercial,135.50,2
2019-10,Great LKS Bay Health Centers Shiawassee,Clinic/Center,MI,O,Medicare,1549.60,8
2019-10,Great Lakes Bay Health Centers,Clinic/Center,MI,O,Commercial,984.91,8
2019-10,Great Lakes Bay Health Centers,Clinic/Center,MI,O,Medicare,2127.27,24
2019-10,Great Lakes Bay Health Centers Tuscola County,Clinic/Center,MI,O,Medicare,1129.44,3
2019-10,Great Lakes Bay-Migrant Mobile Medical,Clinic/Center,MI,O,Commercial,1040.03,9
2019-10,Great Lakes Bay-Migrant Mobile Medical,Clinic/Center,MI,O,Medicare,1911.41,23
2019-10,Great Lakes Health LLC,Clinic/Center,MI,O,Commercial,185.70,1
2019-10,Greater Cincinnati Behavioral Health,Clinic/Center,OH,O,Commercial,107.57,1
2019-10,Greater Greenville Family Health LLC,Clinic/Center,SC,O,Commercial,195.58,2
2019-10,Greater Lawrence Family Health Ctr-West,Clinic/Center,MA,O,Commercial,189.97,1
2019-10,Greater Meridian Health Clinic,Clinic/Center,MS,O,Commercial,297.38,2
2019-10,Greater Texoma Health Clinic,Clinic/Center,TX,O,Medicare,322.37,1
2019-10,Greene Ave. Medical PC,Clinic/Center,NY,O,Commercial,87.57,1
2019-10,Greenville Medical Care Pa,Clinic/Center,SC,O,Commercial,113.64,1
2019-10,Growing Healthy Together,Clinic/Center,CA,O,Commercial,81.13,1
2019-10,Gulf Coast Immediate Care Center,Clinic/Center,FL,O,Commercial,118.22,1
2019-10,Gulf Family Practice II,Clinic/Center,WV,O,Medicare,382.96,5
2019-10,Gunbarrel Family Medicine/Gunbarrel Urgent Care,Clinic/Center,CO,O,Commercial,,1
2019-10,Gundersen Palmer Luth. Hosp. & Clin -Postville,Clinic/Center,IA,O,Medicare,1046.21,8
2019-10,Gundersen Palmer Luth. Hosp. & Clin-West Union,Clinic/Center,IA,O,Medicare,1688.80,18
2019-10,Gundersen Palmer Luth. Hosp. & Clinics-Fayette,Clinic/Center,IA,O,Medicare,375.01,6
2019-10,Gunnison Valley Family Physicians,Clinic/Center,CO,O,Commercial,736.51,5
2019-10,Gutierrez Medical Center,Clinic/Center,FL,O,Commercial,333.53,2
2019-10,Gwanak Internal Medicine,Clinic/Center,GA,O,Commercial,126.42,2
2019-10,Gwinnett Center Medical Associates PC,Clinic/Center,GA,O,Commercial,53.70,1
2019-10,Hamilton Health Center,Clinic/Center,PA,O,Medicare,148.06,1
2019-10,Hampton Family Practice LLC,Clinic/Center,NJ,O,Commercial,70.63,1
2019-10,Happy and Healthy Pediatrics PC,Clinic/Center,NY,O,Commercial,319.04,2
2019-10,Harborcreek Medical Services,Clinic/Center,PA,O,Medicare,582.52,1
2019-10,Harding Medical Center,Clinic/Center,TN,O,Commercial,115.68,1
2019-10,Harding Medical Center,Clinic/Center,TN,O,Medicare,379.44,4
2019-10,Harlem East Life Plan,Clinic/Center,NY,O,Commercial,677.06,2
2019-10,Harlem East Life Plan,Clinic/Center,NY,O,Medicare,33063.99,35
2019-10,Harmony Integrative Medicine Clinics PLLC,Clinic/Center,TX,O,Commercial,287.63,1
2019-10,Harmony Park Family Medicine PLLC,Clinic/Center,AR,O,Commercial,578.56,3
2019-10,Harrison Family Medicine,Clinic/Center,OR,O,Commercial,263.34,1
2019-10,Harrisonburg Family Practice Associates PC,Clinic/Center,VA,O,Commercial,4320.59,18
2019-10,Harrisonburg Family Practice Associates PC,Clinic/Center,VA,O,Medicare,1094.55,4
2019-10,"Harry Collins, MD LLC",Clinic/Center,NJ,O,Commercial,119.76,2
2019-10,Haskell Towne Medical,Clinic/Center,NJ,O,Commercial,1168.43,9
2019-10,Hawaiian Gardens Medical and Mental Health Services,Clinic/Center,CA,O,Medicare,76.40,2
2019-10,Hazel Crest Community Health Center,Clinic/Center,IL,O,Medicare,1470.94,14
2019-10,Hazel Crest Womens Health Center,Clinic/Center,IL,O,Medicare,651.13,10
2019-10,Health Center 2,Clinic/Center,CA,O,Medicare,102.84,2
2019-10,Health Center at Academy-South,Clinic/Center,CO,O,Medicare,66.28,3
2019-10,Health Connections Inc.,Clinic/Center,WI,O,Commercial,149.56,1
2019-10,Health First Medical Associates LLC,Clinic/Center,NJ,O,Commercial,1115.54,7
2019-10,Health First Medical Associates LLC,Clinic/Center,NJ,O,Medicare,585.54,1
2019-10,Health Services of North Texas Inc.,Clinic/Center,TX,O,Commercial,1320.60,5
2019-10,Health Services of North Texas Inc.,Clinic/Center,TX,O,Medicare,601.93,5
2019-10,Health Specialists of Central Florida Inc.,Clinic/Center,FL,O,Medicare,132.13,1
2019-10,Health Trust Physicians Clinic,Clinic/Center,IA,O,Medicare,3969.56,49
2019-10,Health Works,Clinic/Center,WY,O,Commercial,108.63,1
2019-10,Health and Healing Pediatric Clinic,Clinic/Center,TX,O,Commercial,686.86,1
2019-10,Healthcare Stat. LLC,Clinic/Center,OK,O,Commercial,1350.62,6
2019-10,Healthnet Southeast Hlth. and Dental Ctr,Clinic/Center,IN,O,Medicare,71.73,1
2019-10,Healthpoint Bryan-College Station,Clinic/Center,TX,O,Medicaid,1436.59,14
2019-10,Healthpoint Bryan-College Station,Clinic/Center,TX,O,Medicare,1638.75,16
2019-10,Healthpoint Midway Medical,Clinic/Center,WA,O,Commercial,3.68,1
2019-10,Healthpoint-Caldwell,Clinic/Center,TX,O,Commercial,329.34,2
2019-10,Healthpoint-Caldwell,Clinic/Center,TX,O,Medicare,5057.24,23
2019-10,Healthpoint-Hearne,Clinic/Center,TX,O,Medicaid,324.62,1
2019-10,Healthpoint-Hearne,Clinic/Center,TX,O,Medicare,2519.70,20
2019-10,Healthpoint-Somerville,Clinic/Center,TX,O,Commercial,149.53,1
2019-10,Healthpoint-Somerville,Clinic/Center,TX,O,Medicare,441.70,3
2019-10,Healthright 360,Clinic/Center,CA,O,Medicare,129.17,1
2019-10,Healthsource Batavia Family Practice,Clinic/Center,OH,O,Commercial,641.40,2
2019-10,Healthworks For Northern VA-Leesburg,Clinic/Center,VA,O,Medicare,1443.95,10
2019-10,Healthy Life Family Medicine Plc.,Clinic/Center,AZ,O,Commercial,97.83,1
2019-10,Heart City Health Center,Clinic/Center,IN,O,Medicare,3122.71,16
2019-10,Heartland Alliance,Clinic/Center,IL,O,Commercial,404.17,3
2019-10,Heartland Alliance,Clinic/Center,IL,O,Medicare,1980.09,25
2019-10,Heartland Health Center Wilson,Clinic/Center,IL,O,Commercial,2812.11,21
2019-10,Heartland Health Center Wilson,Clinic/Center,IL,O,Medicare,943.53,12
2019-10,Heartland Health Center-Albany Park,Clinic/Center,IL,O,Commercial,266.80,3
2019-10,Heartland Health Center-Albany Park,Clinic/Center,IL,O,Medicare,83.61,1
2019-10,Heartland Health Center-Lincoln Square,Clinic/Center,IL,O,Commercial,178.77,2
2019-10,Heartland Health Center-Lincoln Square,Clinic/Center,IL,O,Medicare,1113.97,10
2019-10,Heber Springs Clinic,Clinic/Center,AR,O,Commercial,129.21,2
2019-10,Helen Rostamloo MD Inc.,Clinic/Center,CA,O,Commercial,154.65,1
2019-10,Helena Family Health Center,Clinic/Center,AR,O,Medicare,0.00,1
2019-10,Henrietta Johnson Medical Ctr-Eastside,Clinic/Center,DE,O,Medicaid,107.02,4
