PAYERGROUPCODE,STATECODE,MONTHUID,PMPM,PMPM_FORECAST,PMPM_FORECAST_LOWER,PMPM_FORECAST_UPPER,PMPM_FORECAST_MAE,MODEL
All,MD,2019-11,449.179282149,442.340787036,410.815344728,474.480220212,64.479795259,PROPHET
All,MD,2019-12,386.936508926,436.515069329,404.161534597,469.32793565,64.479795259,PROPHET
All,MD,2020-01,,430.495161032,399.192820905,462.257373072,64.479795259,PROPHET
All,MD,2020-02,,424.475252735,392.726862145,455.296065754,64.479795259,PROPHET
All,ME,2019-01,360.213910405,370.32849726,347.724176462,393.613315847,31.14495884,PROPHET
All,ME,2019-02,363.669609904,367.675821759,343.485516096,389.130353509,31.14495884,PROPHET
All,ME,2019-03,360.014674642,365.279856784,342.902852979,389.408164134,31.14495884,PROPHET
All,ME,2019-04,375.693553448,362.627181269,341.372238238,385.453564738,31.14495884,PROPHET
All,ME,2019-05,387.383200903,360.060075924,337.504368025,383.297004566,31.14495884,PROPHET
All,ME,2019-06,335.313602268,357.407400404,333.062105292,382.315369425,31.14495884,PROPHET
All,ME,2019-07,337.982716546,354.840295064,332.756736127,377.399193687,31.14495884,PROPHET
All,ME,2019-08,373.894707332,352.18761954,330.510402172,375.08666156,31.14495884,PROPHET
All,ME,2019-09,343.264652638,349.53494401,326.60249903,372.737753832,31.14495884,PROPHET
All,ME,2019-10,379.235729522,346.96768073,323.390608888,370.334960361,31.14495884,PROPHET
All,ME,2019-11,330.197971214,344.314842008,322.107169205,366.095383065,31.14495884,PROPHET
All,ME,2019-12,325.868050401,341.747578729,319.133934522,365.529106948,31.14495884,PROPHET
All,ME,2020-01,,339.094740007,317.842487294,361.165300543,31.14495884,PROPHET
All,ME,2020-02,,336.441901284,315.129380251,358.905139198,31.14495884,PROPHET
All,MI,2019-01,624.477051793,635.46144787,605.018295222,668.241559733,35.184446402,PROPHET
All,MI,2019-02,581.316617679,629.503221976,597.601585739,661.268057579,35.184446402,PROPHET
All,MI,2019-03,653.310247661,624.121598713,592.700745361,656.37244174,35.184446402,PROPHET
All,MI,2019-04,641.724289629,618.163372747,587.336134669,653.654011977,35.184446402,PROPHET
All,MI,2019-05,640.304134221,612.397347139,580.447587527,642.695889366,35.184446402,PROPHET
All,MI,2019-06,594.925398801,606.439119812,571.470091036,639.592743595,35.184446402,PROPHET
All,MI,2019-07,598.077115416,600.673093231,566.638001321,632.537353828,35.184446402,PROPHET
All,MI,2019-08,608.911246392,594.714865867,562.261128417,625.819810594,35.184446402,PROPHET
All,MI,2019-09,580.307475052,588.756638403,556.00712056,621.35317756,35.184446402,PROPHET
All,MI,2019-10,605.628327294,582.990611961,553.791792093,613.698618558,35.184446402,PROPHET
All,MI,2019-11,533.228792933,577.032384637,545.472747215,608.220390296,35.184446402,PROPHET
All,MI,2019-12,579.421148888,571.266358195,542.497933557,602.856253122,35.184446402,PROPHET
All,MI,2020-01,,565.308130871,533.735199385,599.997763375,35.184446402,PROPHET
All,MI,2020-02,,559.349903547,529.144052057,592.27836433,35.184446402,PROPHET
All,MN,2019-01,331.178518449,294.37059631,236.109469136,354.725351381,48.94031279,PROPHET
All,MN,2019-02,277.272797459,289.262022122,230.09673548,346.442277794,48.94031279,PROPHET
All,MN,2019-03,299.183283095,284.647826083,225.576294511,344.390568234,48.94031279,PROPHET
All,MN,2019-04,304.60440535,279.539251898,226.611070883,341.847526611,48.94031279,PROPHET
All,MN,2019-05,300.131164199,274.595470427,213.279002045,331.531487695,48.94031279,PROPHET
All,MN,2019-06,248.710651695,269.486896236,208.324429316,328.099962985,48.94031279,PROPHET
All,MN,2019-07,126.695178286,264.543114756,201.369968429,324.07158063,48.94031279,PROPHET
All,MN,2019-08,243.49045621,259.434540556,199.846693941,321.793450291,48.94031279,PROPHET
All,MN,2019-09,247.434895307,254.325966361,195.243046985,312.938344786,48.94031279,PROPHET
All,MN,2019-10,294.953162417,249.382184887,190.026933293,306.886721986,48.94031279,PROPHET
All,MN,2019-11,265.419829202,244.273610698,183.309359117,303.899435176,48.94031279,PROPHET
All,MN,2019-12,265.005542139,239.329829224,178.303653519,297.930491015,48.94031279,PROPHET
All,MN,2020-01,,234.221255035,174.566926123,292.775624312,48.94031279,PROPHET
All,MN,2020-02,,229.112680845,168.796729507,290.576435563,48.94031279,PROPHET
All,MO,2019-01,298.613535721,293.73206075,279.252809897,307.789787615,9.71443229,PROPHET
All,MO,2019-02,280.294361749,294.515939397,279.507672907,308.26553971,9.71443229,PROPHET
All,MO,2019-03,300.360018291,295.223958928,280.475939402,311.442304318,9.71443229,PROPHET
All,MO,2019-04,308.429980024,296.007837845,281.464979171,310.285487786,9.71443229,PROPHET
All,MO,2019-05,310.202246331,296.766430388,281.555876036,313.139815949,9.71443229,PROPHET
All,MO,2019-06,274.002216362,297.5503095,282.210854106,312.655287675,9.71443229,PROPHET
All,MO,2019-07,297.728135858,298.308902264,283.917751556,312.576693271,9.71443229,PROPHET
All,MO,2019-08,296.917614141,299.092781592,285.066151464,312.841258412,9.71443229,PROPHET
All,MO,2019-09,294.522252258,299.876660868,285.166989668,316.172349653,9.71443229,PROPHET
All,MO,2019-10,315.030656359,300.635253704,285.73737483,315.091566409,9.71443229,PROPHET
All,MO,2019-11,289.541075239,301.419132968,286.885803656,316.647522101,9.71443229,PROPHET
All,MO,2019-12,309.917605046,302.177725804,287.323852471,316.487923285,9.71443229,PROPHET
All,MO,2020-01,,302.961605067,287.906094638,317.991528893,9.71443229,PROPHET
All,MO,2020-02,,303.745484331,288.160074013,318.438792721,9.71443229,PROPHET
All,MS,2019-01,359.26357399,382.446798181,345.585500118,419.269948584,28.51252219,PROPHET
All,MS,2019-02,359.506524726,377.38800365,339.158919096,416.900807792,28.51252219,PROPHET
All,MS,2019-03,366.470343206,372.818769879,335.017146222,410.981916333,28.51252219,PROPHET
All,MS,2019-04,403.543754937,367.759975342,329.425266047,403.011016587,28.51252219,PROPHET
All,MS,2019-05,390.427916823,362.864367726,327.982967068,400.320596249,28.51252219,PROPHET
All,MS,2019-06,322.124776396,357.805573187,320.149529794,395.119128119,28.51252219,PROPHET
All,MS,2019-07,373.873217033,352.909965542,316.770834604,388.433108501,28.51252219,PROPHET
All,MS,2019-08,380.952718089,347.851170972,310.286993601,384.711015347,28.51252219,PROPHET
All,MS,2019-09,342.344480476,342.792376401,306.014724726,382.65047979,28.51252219,PROPHET
All,MS,2019-10,362.739444559,337.896768748,300.52554858,376.066388211,28.51252219,PROPHET
All,MS,2019-11,269.831249068,332.837974173,292.495513884,370.222070313,28.51252219,PROPHET
All,MS,2019-12,332.275399931,327.94236652,291.331131704,364.229938741,28.51252219,PROPHET
All,MS,2020-01,,322.883571946,283.508241073,359.368788407,28.51252219,PROPHET
All,MS,2020-02,,317.824777371,279.223876635,354.845942072,28.51252219,PROPHET
All,MT,2019-01,340.617942211,347.782689694,325.436502758,370.802870555,7.492626829,PROPHET
All,MT,2019-02,340.142887101,347.585097039,324.23222573,370.163142165,7.492626829,PROPHET
All,MT,2019-03,337.403717496,347.406626262,325.522679967,368.261004235,7.492626829,PROPHET
All,MT,2019-04,370.878091779,347.209033616,324.111624977,367.441221959,7.492626829,PROPHET
All,MT,2019-05,370.743674339,347.017814932,326.184514597,368.760398116,7.492626829,PROPHET
All,MT,2019-06,325.697842957,346.820222297,325.414746884,369.904044008,7.492626829,PROPHET
All,MT,2019-07,346.886336697,346.629003621,325.03120944,368.056597205,7.492626829,PROPHET
All,MT,2019-08,363.980157904,346.431410975,325.092059825,369.620664817,7.492626829,PROPHET
All,MT,2019-09,313.762680954,346.233818332,324.426546362,368.554955249,7.492626829,PROPHET
All,MT,2019-10,366.032639352,346.042599647,324.265275554,368.960241344,7.492626829,PROPHET
All,MT,2019-11,346.850194564,345.845007006,324.368836775,368.223893237,7.492626829,PROPHET
All,MT,2019-12,338.120520421,345.653788321,322.753009315,367.367526519,7.492626829,PROPHET
All,MT,2020-01,,345.45619568,324.318807018,368.259448482,7.492626829,PROPHET
All,MT,2020-02,,345.258603038,322.162816909,366.111523419,7.492626829,PROPHET
All,NC,2019-01,230.790074561,234.496994677,221.627878985,247.413255883,4.369828574,PROPHET
All,NC,2019-02,231.886119707,230.865847134,217.651432838,244.6168421,4.369828574,PROPHET
All,NC,2019-03,232.50040583,227.586100973,213.932479565,241.749693436,4.369828574,PROPHET
All,NC,2019-04,221.938939442,223.954953432,209.16523589,237.8622617,4.369828574,PROPHET
All,NC,2019-05,240.031107022,220.440939684,207.260650624,234.222128804,4.369828574,PROPHET
All,NC,2019-06,212.441398764,216.809792139,202.657978067,229.500073927,4.369828574,PROPHET
All,NC,2019-07,197.320666146,213.295778391,200.655050727,227.089677434,4.369828574,PROPHET
All,NC,2019-08,208.02633601,209.664630857,195.533878082,223.811843656,4.369828574,PROPHET
All,NC,2019-09,188.104464052,206.039414054,192.245399391,219.214315441,4.369828574,PROPHET
All,NC,2019-10,219.609617434,202.531139728,188.171668822,216.788309486,4.369828574,PROPHET
All,NC,2019-11,196.199817232,198.905922925,185.744351842,212.642902644,4.369828574,PROPHET
All,NC,2019-12,201.155577491,195.397648599,181.129179802,209.444043245,4.369828574,PROPHET
All,NC,2020-01,,191.772431796,178.507839356,205.685699834,4.369828574,PROPHET
All,NC,2020-02,,188.147214993,174.415324981,202.232956553,4.369828574,PROPHET
All,ND,2019-01,252.064011574,238.016531428,201.118648662,274.025155813,21.94191308,PROPHET
All,ND,2019-02,230.674815633,238.675377888,201.781152291,274.513265605,21.94191308,PROPHET
All,ND,2019-03,267.860119977,239.270465009,203.864646258,277.797132006,21.94191308,PROPHET
All,ND,2019-04,235.009350256,239.929311467,201.258456939,278.78521003,21.94191308,PROPHET
All,ND,2019-05,280.031813646,240.566904813,204.472054577,275.946286608,21.94191308,PROPHET
All,ND,2019-06,201.109514631,241.225751277,206.02158511,276.372036267,21.94191308,PROPHET
All,ND,2019-07,187.194933706,241.863344632,207.360820722,279.931263638,21.94191308,PROPHET
All,ND,2019-08,216.801416877,242.5221911,205.75642963,279.301876816,21.94191308,PROPHET
All,ND,2019-09,259.123548183,243.181037571,208.090523213,280.769162231,21.94191308,PROPHET
All,ND,2019-10,247.82865986,243.81863093,208.281447508,279.175186647,21.94191308,PROPHET
All,ND,2019-11,239.34028334,244.477477402,209.468851041,281.685921924,21.94191308,PROPHET
All,ND,2019-12,282.020609181,245.115070761,211.748514711,283.319215237,21.94191308,PROPHET
All,ND,2020-01,,245.773917232,210.569237255,283.584576192,21.94191308,PROPHET
All,ND,2020-02,,246.432763704,210.351374978,284.041169515,21.94191308,PROPHET
All,NE,2019-01,378.217041482,363.165164472,339.974057838,388.22469685,23.73440028,PROPHET
All,NE,2019-02,360.031552208,364.317131551,338.139862,389.21014205,23.73440028,PROPHET
All,NE,2019-03,361.591463078,365.357617947,341.405804894,390.228474864,23.73440028,PROPHET
All,NE,2019-04,352.125366563,366.509585024,342.992865824,391.278569739,23.73440028,PROPHET
All,NE,2019-05,384.475641165,367.624391881,345.257583882,391.183767503,23.73440028,PROPHET
All,NE,2019-06,350.490070903,368.77635897,344.732801768,392.619999611,23.73440028,PROPHET
All,NE,2019-07,347.099963474,369.891165841,345.99707095,393.461163513,23.73440028,PROPHET
All,NE,2019-08,397.163400833,371.043132938,344.634855656,395.751783047,23.73440028,PROPHET
All,NE,2019-09,361.097674128,372.195100034,346.946584129,395.848931819,23.73440028,PROPHET
All,NE,2019-10,412.824421596,373.309906903,348.892147935,398.009294285,23.73440028,PROPHET
All,NE,2019-11,353.543908739,374.461874002,350.739092528,398.580735845,23.73440028,PROPHET
All,NE,2019-12,373.279748571,375.576680872,349.952538327,399.961124683,23.73440028,PROPHET
All,NE,2020-01,,376.728647971,351.503235584,401.537196413,23.73440028,PROPHET
All,NE,2020-02,,377.880615069,354.208506233,401.519685787,23.73440028,PROPHET
All,NH,2019-01,504.326767674,486.263922677,452.759750958,520.53108384,32.952336232,PROPHET
All,NH,2019-02,440.324400337,484.733166656,451.779054663,522.011954386,32.952336232,PROPHET
All,NH,2019-03,514.530850393,483.350548306,450.352734899,516.177027572,32.952336232,PROPHET
All,NH,2019-04,476.875154736,481.81979228,448.246166744,516.631380975,32.952336232,PROPHET
All,NH,2019-05,493.198090595,480.338415475,447.248717516,514.553555666,32.952336232,PROPHET
All,NH,2019-06,452.830730961,478.807659426,445.879275529,511.961997933,32.952336232,PROPHET
All,NH,2019-07,490.064414065,477.326282588,443.038282713,508.747565296,32.952336232,PROPHET
All,NH,2019-08,458.440888621,475.795526523,442.418431495,508.948179198,32.952336232,PROPHET
All,NH,2019-09,470.912817787,474.264770454,439.580612716,508.186110776,32.952336232,PROPHET
All,NH,2019-10,526.335399821,472.783393615,441.408413595,510.303868593,32.952336232,PROPHET
All,NH,2019-11,447.221797847,471.252637548,440.102149781,506.057348111,32.952336232,PROPHET
All,NH,2019-12,461.491441983,469.771260709,438.526742805,504.155613968,32.952336232,PROPHET
All,NH,2020-01,,468.240504642,433.307164263,502.028747239,32.952336232,PROPHET
All,NH,2020-02,,466.709748575,433.234951115,502.477965808,32.952336232,PROPHET
All,NJ,2019-01,650.218410338,585.152460242,512.444931973,654.628934712,249.126150037,PROPHET
All,NJ,2019-02,594.480817659,565.854325666,491.060207739,641.383849425,249.126150037,PROPHET
All,NJ,2019-03,643.408632429,548.423753837,471.310731313,619.506302254,249.126150037,PROPHET
All,NJ,2019-04,439.947815167,529.12562096,454.124856712,603.952807598,249.126150037,PROPHET
All,NJ,2019-05,447.294955451,510.450009685,437.205990278,578.249682954,249.126150037,PROPHET
All,NJ,2019-06,412.509110149,491.151878773,418.972637339,566.610700747,249.126150037,PROPHET
All,NJ,2019-07,426.668529088,472.476272889,399.924770713,544.270494424,249.126150037,PROPHET
All,NJ,2019-08,438.201501804,453.178146672,375.033634506,530.471489727,249.126150037,PROPHET
All,NJ,2019-09,421.989526735,433.880019758,365.976807512,509.051368743,249.126150037,PROPHET
All,NJ,2019-10,467.247821369,415.204411966,341.83927394,492.635661931,249.126150037,PROPHET
All,NJ,2019-11,418.26465661,395.906283913,322.09023741,467.865302025,249.126150037,PROPHET
All,NJ,2019-12,422.825442868,377.230676121,304.807779378,449.884753323,249.126150037,PROPHET
All,NJ,2020-01,,357.932548068,291.956103818,436.840981212,249.126150037,PROPHET
All,NJ,2020-02,,338.634420016,266.010020188,409.231879594,249.126150037,PROPHET
All,NM,2019-01,615.998498595,698.191459792,593.670368449,795.198158766,239.648838439,PROPHET
All,NM,2019-02,592.91463594,673.670981652,577.241170727,765.300311523,239.648838439,PROPHET
All,NM,2019-03,668.408907629,651.523452965,554.851077691,750.335022173,239.648838439,PROPHET
All,NM,2019-04,651.972072763,627.0029747,531.525609685,725.971200406,239.648838439,PROPHET
All,NM,2019-05,657.787098383,603.273479493,502.377015875,707.869277645,239.648838439,PROPHET
All,NM,2019-06,610.270033085,578.753001159,486.342083758,672.563427448,239.648838439,PROPHET
All,NM,2019-07,589.764626279,555.023505961,458.437522331,646.510098602,239.648838439,PROPHET
All,NM,2019-08,603.81034099,530.503027583,438.716749825,621.464777257,239.648838439,PROPHET
All,NM,2019-09,580.183090862,505.982498608,411.685109672,605.201087988,239.648838439,PROPHET
All,NM,2019-10,562.972489068,482.252954401,380.258633239,568.979567286,239.648838439,PROPHET
All,NM,2019-11,387.078230717,457.732425388,361.291869082,552.249573511,239.648838439,PROPHET
All,NM,2019-12,277.588874434,434.002881182,338.353006946,535.4380508,239.648838439,PROPHET
All,NM,2020-01,,409.482352169,313.543236749,508.267396939,239.648838439,PROPHET
All,NM,2020-02,,384.961823155,286.311765103,479.895871078,239.648838439,PROPHET
All,NV,2019-01,346.215017345,346.572092563,323.54013354,368.749165447,19.835217697,PROPHET
All,NV,2019-02,339.64746351,349.541625637,328.083912397,372.430744112,19.835217697,PROPHET
All,NV,2019-03,354.952696095,352.223784572,329.630173769,375.037743005,19.835217697,PROPHET
All,NV,2019-04,351.059793939,355.193318923,332.53335424,378.73516265,19.835217697,PROPHET
All,NV,2019-05,390.816849731,358.067058681,336.731763329,380.428475533,19.835217697,PROPHET
All,NV,2019-06,325.338337595,361.036588673,337.113688772,383.300590628,19.835217697,PROPHET
All,NV,2019-07,356.400334309,363.910323796,341.341103101,388.059676013,19.835217697,PROPHET
All,NV,2019-08,397.676063856,366.879852798,345.069176538,390.171440282,19.835217697,PROPHET
All,NV,2019-09,369.055882529,369.849382216,347.877858387,391.625378727,19.835217697,PROPHET
All,NV,2019-10,383.958198438,372.723117734,351.824680927,394.701578503,19.835217697,PROPHET
All,NV,2019-11,364.944097082,375.692644437,353.275984528,396.857629768,19.835217697,PROPHET
All,NV,2019-12,370.122431129,378.566379956,354.542461699,400.842523329,19.835217697,PROPHET
All,NV,2020-01,,381.535906659,357.708176934,404.368965219,19.835217697,PROPHET
All,NV,2020-02,,384.505433361,361.818319144,406.413528755,19.835217697,PROPHET
All,NY,2019-01,563.907651168,582.43762266,544.752938878,619.353341306,56.925728183,PROPHET
All,NY,2019-02,525.093335216,577.719131302,541.154628102,616.288708833,56.925728183,PROPHET
All,NY,2019-03,594.420542336,573.457268226,538.047866131,609.126690927,56.925728183,PROPHET
All,NY,2019-04,595.913189196,568.738776648,531.271265006,603.832206646,56.925728183,PROPHET
All,NY,2019-05,603.516566697,564.172494414,526.106594728,601.12518201,56.925728183,PROPHET
All,NY,2019-06,548.159078192,559.454002561,524.377308906,598.110999589,56.925728183,PROPHET
All,NY,2019-07,567.357424215,554.887720221,519.990317544,593.386287204,56.925728183,PROPHET
All,NY,2019-08,561.923998332,550.169228485,513.058703215,588.734664669,56.925728183,PROPHET
All,NY,2019-09,539.267667886,545.450736339,507.636945301,582.556745166,56.925728183,PROPHET
All,NY,2019-10,573.280732891,540.884453306,504.957101408,577.2764564,56.925728183,PROPHET
All,NY,2019-11,487.623095584,536.165960838,499.535042083,571.059723821,56.925728183,PROPHET
All,NY,2019-12,523.605377074,531.599677804,495.717299098,570.125678808,56.925728183,PROPHET
