MONTHS,ACTIVE_MEMBERS,STATECODE,LOB
2019-03,99,ND,Medicare
2019-03,15104,NE,Commercial
2019-03,18,NE,Medicaid
2019-03,14968,NE,Medicare
2019-03,29399,NH,Commercial
2019-03,415,NH,Medicaid
2019-03,9251,NH,Medicare
2019-03,221665,NJ,Commercial
2019-03,716,NJ,Medicaid
2019-03,108121,NJ,Medicare
2019-03,89040,NM,Commercial
2019-03,491,NM,Medicaid
2019-03,97523,NM,Medicare
2019-03,32287,NV,Commercial
2019-03,73,NV,Medicaid
2019-03,26797,NV,Medicare
2019-03,354469,NY,Commercial
2019-03,698,NY,Medicaid
2019-03,249697,NY,Medicare
2019-03,457957,OH,Commercial
2019-03,666,OH,Medicaid
2019-03,60123,OH,Medicare
2019-03,96640,OK,Commercial
2019-03,793,OK,Medicaid
2019-03,758,OK,Medicare
2019-03,28682,OR,Commercial
2019-03,160,OR,Medicaid
2019-03,10127,OR,Medicare
2019-03,119972,PA,Commercial
2019-03,8600,PA,Medicaid
2019-03,136125,PA,Medicare
2019-03,14020,PR,Commercial
2019-03,20139,PR,Medicaid
2019-03,245,PR,Medicare
2019-03,8961,RI,Commercial
2019-03,21,RI,Medicaid
2019-03,1131,RI,Medicare
2019-03,39183,SC,Commercial
2019-03,53,SC,Medicaid
2019-03,85135,SC,Medicare
2019-03,8637,SD,Commercial
2019-03,6,SD,Medicaid
2019-03,75,SD,Medicare
2019-03,61565,TN,Commercial
2019-03,148,TN,Medicaid
2019-03,45139,TN,Medicare
2019-03,711248,TX,Commercial
2019-03,35812,TX,Medicaid
2019-03,750190,TX,Medicare
2019-03,19920,UT,Commercial
2019-03,95,UT,Medicaid
2019-03,5792,UT,Medicare
2019-03,238774,VA,Commercial
2019-03,88,VA,Medicaid
2019-03,90824,VA,Medicare
2019-03,8437,VT,Commercial
2019-03,13,VT,Medicaid
2019-03,27,VT,Medicare
2019-03,70336,WA,Commercial
2019-03,46163,WA,Medicaid
2019-03,67647,WA,Medicare
2019-03,100965,WI,Commercial
2019-03,17892,WI,Medicaid
2019-03,29737,WI,Medicare
2019-03,13798,WV,Commercial
2019-03,5,WV,Medicaid
2019-03,30094,WV,Medicare
2019-03,5200,WY,Commercial
2019-03,5,WY,Medicaid
2019-03,65,WY,Medicare
2019-03,18697,,Commercial
2019-03,48,,Medicaid
2019-03,4747,,Medicare
2019-04,2887,AK,Commercial
2019-04,2,AK,Medicaid
2019-04,62,AK,Medicare
2019-04,33224,AL,Commercial
2019-04,24,AL,Medicaid
2019-04,586,AL,Medicare
2019-04,31144,AR,Commercial
2019-04,26,AR,Medicaid
2019-04,3328,AR,Medicare
2019-04,61643,AZ,Commercial
2019-04,253,AZ,Medicaid
2019-04,69725,AZ,Medicare
2019-04,798080,CA,Commercial
2019-04,49825,CA,Medicaid
2019-04,648158,CA,Medicare
2019-04,89615,CO,Commercial
2019-04,480,CO,Medicaid
2019-04,32427,CO,Medicare
2019-04,74410,CT,Commercial
2019-04,78,CT,Medicaid
2019-04,2352,CT,Medicare
2019-04,2971,DC,Commercial
2019-04,9,DC,Medicaid
2019-04,19118,DC,Medicare
2019-04,6957,DE,Commercial
2019-04,5463,DE,Medicaid
2019-04,15382,DE,Medicare
2019-04,337669,FL,Commercial
2019-04,1274,FL,Medicaid
2019-04,370528,FL,Medicare
2019-04,249371,GA,Commercial
2019-04,132,GA,Medicaid
2019-04,319421,GA,Medicare
2019-04,3724,HI,Commercial
2019-04,7,HI,Medicaid
2019-04,9506,HI,Medicare
2019-04,23704,IA,Commercial
2019-04,37,IA,Medicaid
2019-04,22285,IA,Medicare
2019-04,58943,ID,Commercial
2019-04,615,ID,Medicaid
2019-04,194,ID,Medicare
2019-04,511622,IL,Commercial
2019-04,6524,IL,Medicaid
2019-04,207981,IL,Medicare
2019-04,202981,IN,Commercial
2019-04,46,IN,Medicaid
2019-04,91178,IN,Medicare
2019-04,26394,KS,Commercial
2019-04,35,KS,Medicaid
2019-04,23324,KS,Medicare
2019-04,148254,KY,Commercial
2019-04,43,KY,Medicaid
2019-04,79964,KY,Medicare
2019-04,32104,LA,Commercial
2019-04,50,LA,Medicaid
2019-04,101803,LA,Medicare
2019-04,57177,MA,Commercial
2019-04,687,MA,Medicaid
2019-04,2479,MA,Medicare
2019-04,29471,MD,Commercial
2019-04,48,MD,Medicaid
2019-04,76312,MD,Medicare
2019-04,38081,ME,Commercial
2019-04,463,ME,Medicaid
2019-04,56,ME,Medicare
2019-04,418521,MI,Commercial
2019-04,28566,MI,Medicaid
2019-04,87531,MI,Medicare
2019-04,179560,MN,Commercial
2019-04,56,MN,Medicaid
2019-04,15178,MN,Medicare
2019-04,116292,MO,Commercial
2019-04,482,MO,Medicaid
2019-04,46370,MO,Medicare
2019-04,31566,MS,Commercial
2019-04,864,MS,Medicaid
2019-04,27026,MS,Medicare
2019-04,24867,MT,Commercial
2019-04,447,MT,Medicaid
2019-04,102,MT,Medicare
2019-04,98020,NC,Commercial
2019-04,63,NC,Medicaid
2019-04,1304,NC,Medicare
2019-04,8594,ND,Commercial
2019-04,7,ND,Medicaid
2019-04,103,ND,Medicare
2019-04,15092,NE,Commercial
2019-04,19,NE,Medicaid
2019-04,14831,NE,Medicare
2019-04,29135,NH,Commercial
2019-04,405,NH,Medicaid
2019-04,9141,NH,Medicare
2019-04,221409,NJ,Commercial
2019-04,697,NJ,Medicaid
2019-04,109036,NJ,Medicare
2019-04,88983,NM,Commercial
2019-04,1776,NM,Medicaid
2019-04,96699,NM,Medicare
2019-04,32356,NV,Commercial
2019-04,67,NV,Medicaid
2019-04,26730,NV,Medicare
2019-04,349973,NY,Commercial
2019-04,697,NY,Medicaid
2019-04,248833,NY,Medicare
2019-04,457963,OH,Commercial
2019-04,660,OH,Medicaid
2019-04,59740,OH,Medicare
2019-04,96600,OK,Commercial
2019-04,793,OK,Medicaid
2019-04,724,OK,Medicare
2019-04,28648,OR,Commercial
2019-04,158,OR,Medicaid
2019-04,10152,OR,Medicare
2019-04,119535,PA,Commercial
2019-04,8625,PA,Medicaid
2019-04,136361,PA,Medicare
2019-04,14061,PR,Commercial
2019-04,19941,PR,Medicaid
2019-04,230,PR,Medicare
2019-04,8880,RI,Commercial
2019-04,19,RI,Medicaid
2019-04,1149,RI,Medicare
2019-04,39152,SC,Commercial
2019-04,51,SC,Medicaid
2019-04,85821,SC,Medicare
2019-04,8625,SD,Commercial
2019-04,6,SD,Medicaid
2019-04,75,SD,Medicare
2019-04,61542,TN,Commercial
2019-04,147,TN,Medicaid
2019-04,45678,TN,Medicare
2019-04,710647,TX,Commercial
2019-04,36077,TX,Medicaid
2019-04,742943,TX,Medicare
2019-04,19920,UT,Commercial
2019-04,116,UT,Medicaid
2019-04,5682,UT,Medicare
2019-04,238152,VA,Commercial
2019-04,80,VA,Medicaid
2019-04,92280,VA,Medicare
2019-04,8419,VT,Commercial
2019-04,12,VT,Medicaid
2019-04,24,VT,Medicare
2019-04,70159,WA,Commercial
2019-04,46136,WA,Medicaid
2019-04,67329,WA,Medicare
2019-04,100430,WI,Commercial
2019-04,17928,WI,Medicaid
2019-04,30052,WI,Medicare
2019-04,13743,WV,Commercial
2019-04,4,WV,Medicaid
2019-04,30261,WV,Medicare
2019-04,5212,WY,Commercial
2019-04,6,WY,Medicaid
2019-04,60,WY,Medicare
2019-04,17973,,Commercial
2019-04,47,,Medicaid
2019-04,4534,,Medicare
2019-05,2892,AK,Commercial
2019-05,2,AK,Medicaid
2019-05,61,AK,Medicare
2019-05,33252,AL,Commercial
2019-05,23,AL,Medicaid
2019-05,564,AL,Medicare
2019-05,31254,AR,Commercial
2019-05,21,AR,Medicaid
2019-05,3344,AR,Medicare
2019-05,61524,AZ,Commercial
2019-05,245,AZ,Medicaid
2019-05,68705,AZ,Medicare
2019-05,798240,CA,Commercial
2019-05,48892,CA,Medicaid
2019-05,648019,CA,Medicare
2019-05,89484,CO,Commercial
2019-05,471,CO,Medicaid
2019-05,32531,CO,Medicare
2019-05,74666,CT,Commercial
2019-05,81,CT,Medicaid
2019-05,2369,CT,Medicare
2019-05,2961,DC,Commercial
2019-05,9,DC,Medicaid
2019-05,19203,DC,Medicare
2019-05,6932,DE,Commercial
2019-05,5408,DE,Medicaid
2019-05,15395,DE,Medicare
2019-05,336755,FL,Commercial
2019-05,1255,FL,Medicaid
2019-05,370859,FL,Medicare
2019-05,248599,GA,Commercial
2019-05,128,GA,Medicaid
2019-05,319735,GA,Medicare
2019-05,3706,HI,Commercial
2019-05,9,HI,Medicaid
2019-05,9554,HI,Medicare
2019-05,23748,IA,Commercial
2019-05,39,IA,Medicaid
2019-05,24683,IA,Medicare
2019-05,58532,ID,Commercial
2019-05,613,ID,Medicaid
2019-05,186,ID,Medicare
2019-05,513012,IL,Commercial
2019-05,6546,IL,Medicaid
2019-05,208398,IL,Medicare
2019-05,202931,IN,Commercial
2019-05,46,IN,Medicaid
2019-05,91347,IN,Medicare
2019-05,26367,KS,Commercial
2019-05,34,KS,Medicaid
2019-05,23216,KS,Medicare
2019-05,148326,KY,Commercial
2019-05,42,KY,Medicaid
2019-05,79967,KY,Medicare
2019-05,32014,LA,Commercial
2019-05,49,LA,Medicaid
2019-05,101555,LA,Medicare
2019-05,57074,MA,Commercial
2019-05,626,MA,Medicaid
2019-05,2561,MA,Medicare
2019-05,29490,MD,Commercial
2019-05,48,MD,Medicaid
2019-05,76504,MD,Medicare
2019-05,37932,ME,Commercial
2019-05,458,ME,Medicaid
2019-05,61,ME,Medicare
2019-05,418892,MI,Commercial
2019-05,28247,MI,Medicaid
2019-05,87121,MI,Medicare
2019-05,179402,MN,Commercial
2019-05,53,MN,Medicaid
2019-05,15214,MN,Medicare
2019-05,116078,MO,Commercial
2019-05,459,MO,Medicaid
2019-05,45342,MO,Medicare
2019-05,31389,MS,Commercial
2019-05,859,MS,Medicaid
2019-05,27237,MS,Medicare
2019-05,24775,MT,Commercial
2019-05,448,MT,Medicaid
2019-05,103,MT,Medicare
2019-05,97879,NC,Commercial
2019-05,57,NC,Medicaid
2019-05,1259,NC,Medicare
2019-05,8620,ND,Commercial
2019-05,6,ND,Medicaid
2019-05,107,ND,Medicare
2019-05,15024,NE,Commercial
2019-05,19,NE,Medicaid
2019-05,14791,NE,Medicare
2019-05,29055,NH,Commercial
2019-05,398,NH,Medicaid
2019-05,9078,NH,Medicare
2019-05,221015,NJ,Commercial
2019-05,721,NJ,Medicaid
2019-05,109523,NJ,Medicare
2019-05,88913,NM,Commercial
2019-05,1829,NM,Medicaid
2019-05,96803,NM,Medicare
2019-05,32373,NV,Commercial
2019-05,67,NV,Medicaid
2019-05,26751,NV,Medicare
2019-05,349873,NY,Commercial
2019-05,663,NY,Medicaid
2019-05,248995,NY,Medicare
2019-05,458178,OH,Commercial
2019-05,644,OH,Medicaid
2019-05,52533,OH,Medicare
2019-05,96680,OK,Commercial
2019-05,794,OK,Medicaid
2019-05,696,OK,Medicare
2019-05,28565,OR,Commercial
2019-05,158,OR,Medicaid
2019-05,10138,OR,Medicare
2019-05,119064,PA,Commercial
2019-05,8645,PA,Medicaid
2019-05,136352,PA,Medicare
2019-05,14062,PR,Commercial
2019-05,19963,PR,Medicaid
2019-05,230,PR,Medicare
2019-05,8891,RI,Commercial
2019-05,17,RI,Medicaid
2019-05,1121,RI,Medicare
2019-05,39203,SC,Commercial
2019-05,49,SC,Medicaid
2019-05,86210,SC,Medicare
2019-05,8643,SD,Commercial
2019-05,6,SD,Medicaid
2019-05,75,SD,Medicare
2019-05,61557,TN,Commercial
2019-05,143,TN,Medicaid
2019-05,46106,TN,Medicare
2019-05,709912,TX,Commercial
2019-05,35915,TX,Medicaid
2019-05,740610,TX,Medicare
2019-05,20006,UT,Commercial
2019-05,766,UT,Medicaid
2019-05,5042,UT,Medicare
2019-05,237679,VA,Commercial
2019-05,77,VA,Medicaid
2019-05,93356,VA,Medicare
2019-05,8362,VT,Commercial
2019-05,12,VT,Medicaid
2019-05,26,VT,Medicare
2019-05,70028,WA,Commercial
2019-05,46466,WA,Medicaid
2019-05,66429,WA,Medicare
2019-05,100417,WI,Commercial
2019-05,18394,WI,Medicaid
2019-05,29940,WI,Medicare
2019-05,13529,WV,Commercial
2019-05,4,WV,Medicaid
2019-05,30239,WV,Medicare
2019-05,5236,WY,Commercial
2019-05,5,WY,Medicaid
2019-05,59,WY,Medicare
2019-05,17917,,Commercial
2019-05,45,,Medicaid
2019-05,4435,,Medicare
2019-06,2957,AK,Commercial
2019-06,3,AK,Medicaid
2019-06,64,AK,Medicare
2019-06,32973,AL,Commercial
2019-06,15,AL,Medicaid
2019-06,543,AL,Medicare
2019-06,31390,AR,Commercial
2019-06,23,AR,Medicaid
2019-06,3375,AR,Medicare
2019-06,61378,AZ,Commercial
2019-06,241,AZ,Medicaid
2019-06,67857,AZ,Medicare
2019-06,797987,CA,Commercial
2019-06,49507,CA,Medicaid
2019-06,649028,CA,Medicare
2019-06,89304,CO,Commercial
2019-06,461,CO,Medicaid
2019-06,32536,CO,Medicare
2019-06,74884,CT,Commercial
2019-06,72,CT,Medicaid
2019-06,2362,CT,Medicare
2019-06,2963,DC,Commercial
2019-06,7,DC,Medicaid
2019-06,19209,DC,Medicare
2019-06,6911,DE,Commercial
2019-06,5355,DE,Medicaid
2019-06,15469,DE,Medicare
2019-06,336353,FL,Commercial
2019-06,1192,FL,Medicaid
2019-06,371292,FL,Medicare
2019-06,246446,GA,Commercial
2019-06,118,GA,Medicaid
2019-06,321451,GA,Medicare
2019-06,3682,HI,Commercial
2019-06,8,HI,Medicaid
2019-06,9530,HI,Medicare
2019-06,23779,IA,Commercial
2019-06,39,IA,Medicaid
2019-06,25543,IA,Medicare
2019-06,57998,ID,Commercial
2019-06,613,ID,Medicaid
2019-06,189,ID,Medicare
2019-06,512754,IL,Commercial
2019-06,6493,IL,Medicaid
2019-06,209461,IL,Medicare
2019-06,202616,IN,Commercial
2019-06,41,IN,Medicaid
2019-06,91376,IN,Medicare
2019-06,26384,KS,Commercial
2019-06,33,KS,Medicaid
2019-06,23113,KS,Medicare
2019-06,148059,KY,Commercial
2019-06,42,KY,Medicaid
2019-06,79878,KY,Medicare
2019-06,32004,LA,Commercial
2019-06,45,LA,Medicaid
2019-06,100795,LA,Medicare
2019-06,57084,MA,Commercial
2019-06,582,MA,Medicaid
2019-06,2589,MA,Medicare
2019-06,29462,MD,Commercial
2019-06,50,MD,Medicaid
2019-06,76368,MD,Medicare
2019-06,37791,ME,Commercial
2019-06,458,ME,Medicaid
2019-06,62,ME,Medicare
2019-06,417818,MI,Commercial
2019-06,28103,MI,Medicaid
2019-06,86774,MI,Medicare
2019-06,179011,MN,Commercial
2019-06,54,MN,Medicaid
2019-06,15227,MN,Medicare
2019-06,115573,MO,Commercial
2019-06,437,MO,Medicaid
2019-06,44527,MO,Medicare
2019-06,31317,MS,Commercial
2019-06,151,MS,Medicaid
2019-06,28192,MS,Medicare
2019-06,24706,MT,Commercial
2019-06,446,MT,Medicaid
2019-06,99,MT,Medicare
2019-06,97817,NC,Commercial
2019-06,57,NC,Medicaid
2019-06,1201,NC,Medicare
2019-06,8618,ND,Commercial
2019-06,4,ND,Medicaid
2019-06,101,ND,Medicare
2019-06,15050,NE,Commercial
2019-06,16,NE,Medicaid
2019-06,14819,NE,Medicare
2019-06,28943,NH,Commercial
2019-06,367,NH,Medicaid
2019-06,8990,NH,Medicare
2019-06,221149,NJ,Commercial
2019-06,744,NJ,Medicaid
2019-06,111161,NJ,Medicare
2019-06,88766,NM,Commercial
2019-06,1828,NM,Medicaid
2019-06,96434,NM,Medicare
2019-06,32574,NV,Commercial
2019-06,70,NV,Medicaid
2019-06,26753,NV,Medicare
2019-06,349132,NY,Commercial
2019-06,690,NY,Medicaid
2019-06,248324,NY,Medicare
2019-06,458081,OH,Commercial
2019-06,638,OH,Medicaid
2019-06,52649,OH,Medicare
2019-06,96617,OK,Commercial
2019-06,798,OK,Medicaid
2019-06,678,OK,Medicare
2019-06,28528,OR,Commercial
2019-06,159,OR,Medicaid
2019-06,10115,OR,Medicare
2019-06,118873,PA,Commercial
2019-06,8640,PA,Medicaid
2019-06,136194,PA,Medicare
2019-06,14113,PR,Commercial
2019-06,19118,PR,Medicaid
2019-06,217,PR,Medicare
2019-06,8860,RI,Commercial
2019-06,17,RI,Medicaid
2019-06,1105,RI,Medicare
2019-06,39383,SC,Commercial
2019-06,42,SC,Medicaid
2019-06,87011,SC,Medicare
2019-06,8657,SD,Commercial
2019-06,6,SD,Medicaid
2019-06,77,SD,Medicare
2019-06,61425,TN,Commercial
2019-06,137,TN,Medicaid
2019-06,46507,TN,Medicare
2019-06,701282,TX,Commercial
2019-06,36024,TX,Medicaid
2019-06,730368,TX,Medicare
2019-06,19975,UT,Commercial
2019-06,87,UT,Medicaid
2019-06,5573,UT,Medicare
2019-06,236397,VA,Commercial
2019-06,79,VA,Medicaid
2019-06,94204,VA,Medicare
2019-06,8285,VT,Commercial
2019-06,12,VT,Medicaid
2019-06,29,VT,Medicare
2019-06,70215,WA,Commercial
2019-06,46601,WA,Medicaid
2019-06,66770,WA,Medicare
2019-06,100305,WI,Commercial
2019-06,17828,WI,Medicaid
2019-06,31048,WI,Medicare
2019-06,13532,WV,Commercial
2019-06,4,WV,Medicaid
2019-06,30119,WV,Medicare
2019-06,5280,WY,Commercial
2019-06,4,WY,Medicaid
2019-06,56,WY,Medicare
2019-06,17887,,Commercial
2019-06,46,,Medicaid
2019-06,4314,,Medicare
2019-07,2948,AK,Commercial
2019-07,5,AK,Medicaid
2019-07,67,AK,Medicare
2019-07,32889,AL,Commercial
2019-07,17,AL,Medicaid
2019-07,539,AL,Medicare
2019-07,31736,AR,Commercial
2019-07,21,AR,Medicaid
2019-07,3271,AR,Medicare
2019-07,61390,AZ,Commercial
2019-07,222,AZ,Medicaid
2019-07,67522,AZ,Medicare
2019-07,797370,CA,Commercial
2019-07,46342,CA,Medicaid
2019-07,647650,CA,Medicare
2019-07,89230,CO,Commercial
2019-07,438,CO,Medicaid
2019-07,32495,CO,Medicare
2019-07,73868,CT,Commercial
2019-07,70,CT,Medicaid
2019-07,2357,CT,Medicare
2019-07,2977,DC,Commercial
2019-07,6,DC,Medicaid
2019-07,19322,DC,Medicare
2019-07,6846,DE,Commercial
2019-07,5297,DE,Medicaid
2019-07,15569,DE,Medicare
2019-07,335476,FL,Commercial
2019-07,1194,FL,Medicaid
2019-07,372417,FL,Medicare
2019-07,245474,GA,Commercial
2019-07,97,GA,Medicaid
2019-07,321743,GA,Medicare
2019-07,3688,HI,Commercial
2019-07,8,HI,Medicaid
2019-07,9434,HI,Medicare
2019-07,23729,IA,Commercial
2019-07,32,IA,Medicaid
2019-07,66867,IA,Medicare
2019-07,57594,ID,Commercial
2019-07,602,ID,Medicaid
2019-07,186,ID,Medicare
2019-07,514370,IL,Commercial
2019-07,7063,IL,Medicaid
2019-07,212590,IL,Medicare
2019-07,202311,IN,Commercial
2019-07,34,IN,Medicaid
2019-07,91527,IN,Medicare
2019-07,26369,KS,Commercial
2019-07,28,KS,Medicaid
2019-07,23234,KS,Medicare
2019-07,147747,KY,Commercial
2019-07,35,KY,Medicaid
2019-07,79926,KY,Medicare
2019-07,31975,LA,Commercial
2019-07,44,LA,Medicaid
2019-07,100553,LA,Medicare
2019-07,57047,MA,Commercial
2019-07,563,MA,Medicaid
2019-07,2574,MA,Medicare
2019-07,29467,MD,Commercial
2019-07,48,MD,Medicaid
2019-07,76229,MD,Medicare
2019-07,37664,ME,Commercial
2019-07,461,ME,Medicaid
2019-07,64,ME,Medicare
2019-07,417561,MI,Commercial
2019-07,1135,MI,Medicaid
2019-07,113964,MI,Medicare
2019-07,178447,MN,Commercial
2019-07,52,MN,Medicaid
2019-07,15279,MN,Medicare
2019-07,115484,MO,Commercial
2019-07,410,MO,Medicaid
2019-07,44765,MO,Medicare
2019-07,31333,MS,Commercial
2019-07,1083,MS,Medicaid
2019-07,27357,MS,Medicare
2019-07,24633,MT,Commercial
2019-07,449,MT,Medicaid
2019-07,103,MT,Medicare
2019-07,97711,NC,Commercial
2019-07,45,NC,Medicaid
2019-07,1193,NC,Medicare
2019-07,8601,ND,Commercial
2019-07,4,ND,Medicaid
2019-07,102,ND,Medicare
2019-07,15032,NE,Commercial
2019-07,16,NE,Medicaid
2019-07,14938,NE,Medicare
2019-07,28729,NH,Commercial
2019-07,360,NH,Medicaid
2019-07,8981,NH,Medicare
2019-07,222753,NJ,Commercial
2019-07,758,NJ,Medicaid
2019-07,111066,NJ,Medicare
2019-07,87192,NM,Commercial
2019-07,3595,NM,Medicaid
2019-07,96808,NM,Medicare
2019-07,32444,NV,Commercial
2019-07,60,NV,Medicaid
2019-07,26863,NV,Medicare
2019-07,347189,NY,Commercial
2019-07,692,NY,Medicaid
2019-07,247997,NY,Medicare
2019-07,463813,OH,Commercial
2019-07,598,OH,Medicaid
2019-07,52736,OH,Medicare
2019-07,96861,OK,Commercial
2019-07,797,OK,Medicaid
2019-07,697,OK,Medicare
2019-07,28483,OR,Commercial
2019-07,151,OR,Medicaid
2019-07,10100,OR,Medicare
2019-07,118326,PA,Commercial
2019-07,8622,PA,Medicaid
2019-07,136119,PA,Medicare
2019-07,14169,PR,Commercial
2019-07,19215,PR,Medicaid
2019-07,204,PR,Medicare
2019-07,8883,RI,Commercial
2019-07,17,RI,Medicaid
2019-07,1092,RI,Medicare
2019-07,39599,SC,Commercial
2019-07,38,SC,Medicaid
2019-07,87285,SC,Medicare
2019-07,8698,SD,Commercial
2019-07,6,SD,Medicaid
2019-07,103,SD,Medicare
2019-07,60221,TN,Commercial
2019-07,128,TN,Medicaid
2019-07,46973,TN,Medicare
2019-07,696341,TX,Commercial
2019-07,36300,TX,Medicaid
2019-07,731334,TX,Medicare
2019-07,19981,UT,Commercial
2019-07,82,UT,Medicaid
2019-07,5502,UT,Medicare
2019-07,236179,VA,Commercial
2019-07,75,VA,Medicaid
2019-07,94740,VA,Medicare
2019-07,8209,VT,Commercial
2019-07,11,VT,Medicaid
2019-07,30,VT,Medicare
2019-07,70126,WA,Commercial
2019-07,47363,WA,Medicaid
2019-07,67035,WA,Medicare
2019-07,99517,WI,Commercial
2019-07,18227,WI,Medicaid
2019-07,31285,WI,Medicare
2019-07,13515,WV,Commercial
2019-07,3,WV,Medicaid
2019-07,28427,WV,Medicare
2019-07,5261,WY,Commercial
2019-07,5,WY,Medicaid
2019-07,55,WY,Medicare
2019-07,17877,,Commercial
2019-07,37,,Medicaid
2019-07,4281,,Medicare
2019-08,2832,AK,Commercial
2019-08,5,AK,Medicaid
2019-08,63,AK,Medicare
2019-08,31757,AL,Commercial
2019-08,17,AL,Medicaid
2019-08,527,AL,Medicare
2019-08,30941,AR,Commercial
2019-08,18,AR,Medicaid
2019-08,3285,AR,Medicare
2019-08,59805,AZ,Commercial
2019-08,220,AZ,Medicaid
2019-08,67264,AZ,Medicare
2019-08,788971,CA,Commercial
2019-08,45481,CA,Medicaid
2019-08,647509,CA,Medicare
2019-08,86881,CO,Commercial
2019-08,439,CO,Medicaid
2019-08,32401,CO,Medicare
2019-08,72117,CT,Commercial
2019-08,78,CT,Medicaid
2019-08,2304,CT,Medicare
2019-08,2904,DC,Commercial
2019-08,6,DC,Medicaid
2019-08,19328,DC,Medicare
2019-08,6733,DE,Commercial
2019-08,5260,DE,Medicaid
2019-08,15611,DE,Medicare
2019-08,331496,FL,Commercial
2019-08,1163,FL,Medicaid
2019-08,373889,FL,Medicare
2019-08,241575,GA,Commercial
2019-08,90,GA,Medicaid
2019-08,322067,GA,Medicare
2019-08,3621,HI,Commercial
2019-08,10,HI,Medicaid
2019-08,9355,HI,Medicare
2019-08,18416,IA,Commercial
2019-08,34,IA,Medicaid
2019-08,66945,IA,Medicare
2019-08,55857,ID,Commercial
2019-08,607,ID,Medicaid
2019-08,184,ID,Medicare
2019-08,509876,IL,Commercial
2019-08,7172,IL,Medicaid
2019-08,213320,IL,Medicare
2019-08,200310,IN,Commercial
2019-08,35,IN,Medicaid
2019-08,91732,IN,Medicare
2019-08,23459,KS,Commercial
2019-08,27,KS,Medicaid
2019-08,23373,KS,Medicare
2019-08,145779,KY,Commercial
2019-08,31,KY,Medicaid
2019-08,79807,KY,Medicare
2019-08,31152,LA,Commercial
2019-08,40,LA,Medicaid
2019-08,101402,LA,Medicare
2019-08,55992,MA,Commercial
2019-08,572,MA,Medicaid
2019-08,2603,MA,Medicare
2019-08,28486,MD,Commercial
2019-08,48,MD,Medicaid
2019-08,76471,MD,Medicare
2019-08,37660,ME,Commercial
2019-08,456,ME,Medicaid
2019-08,61,ME,Medicare
2019-08,415067,MI,Commercial
2019-08,1102,MI,Medicaid
2019-08,113922,MI,Medicare
2019-08,24486,MN,Commercial
2019-08,51,MN,Medicaid
2019-08,4157,MN,Medicare
2019-08,111534,MO,Commercial
2019-08,401,MO,Medicaid
2019-08,42951,MO,Medicare
2019-08,30765,MS,Commercial
2019-08,1176,MS,Medicaid
2019-08,27188,MS,Medicare
2019-08,23601,MT,Commercial
2019-08,448,MT,Medicaid
2019-08,103,MT,Medicare
2019-08,95340,NC,Commercial
2019-08,43,NC,Medicaid
2019-08,1139,NC,Medicare
2019-08,4720,ND,Commercial
2019-08,4,ND,Medicaid
2019-08,87,ND,Medicare
2019-08,11767,NE,Commercial
2019-08,16,NE,Medicaid
2019-08,14962,NE,Medicare
2019-08,28403,NH,Commercial
2019-08,363,NH,Medicaid
2019-08,8877,NH,Medicare
2019-08,220885,NJ,Commercial
2019-08,777,NJ,Medicaid
2019-08,110136,NJ,Medicare
2019-08,86762,NM,Commercial
2019-08,3657,NM,Medicaid
2019-08,97511,NM,Medicare
2019-08,31919,NV,Commercial
2019-08,60,NV,Medicaid
2019-08,26961,NV,Medicare
2019-08,344177,NY,Commercial
2019-08,721,NY,Medicaid
2019-08,247238,NY,Medicare
2019-08,460782,OH,Commercial
2019-08,611,OH,Medicaid
2019-08,53072,OH,Medicare
2019-08,96341,OK,Commercial
2019-08,794,OK,Medicaid
2019-08,651,OK,Medicare
2019-08,27337,OR,Commercial
2019-08,149,OR,Medicaid
2019-08,10020,OR,Medicare
2019-08,114699,PA,Commercial
2019-08,8645,PA,Medicaid
2019-08,135705,PA,Medicare
2019-08,14022,PR,Commercial
2019-08,17933,PR,Medicaid
2019-08,199,PR,Medicare
2019-08,8752,RI,Commercial
2019-08,16,RI,Medicaid
2019-08,1066,RI,Medicare
2019-08,38592,SC,Commercial
2019-08,44,SC,Medicaid
2019-08,87583,SC,Medicare
2019-08,5578,SD,Commercial
2019-08,7,SD,Medicaid
2019-08,95,SD,Medicare
2019-08,58096,TN,Commercial
2019-08,129,TN,Medicaid
2019-08,47149,TN,Medicare
2019-08,689304,TX,Commercial
2019-08,36528,TX,Medicaid
2019-08,734212,TX,Medicare
2019-08,19328,UT,Commercial
2019-08,81,UT,Medicaid
2019-08,5461,UT,Medicare
2019-08,233397,VA,Commercial
2019-08,71,VA,Medicaid
2019-08,95209,VA,Medicare
2019-08,8093,VT,Commercial
2019-08,13,VT,Medicaid
2019-08,31,VT,Medicare
2019-08,67936,WA,Commercial
2019-08,50402,WA,Medicaid
2019-08,63668,WA,Medicare
2019-08,89021,WI,Commercial
2019-08,18262,WI,Medicaid
2019-08,31335,WI,Medicare
2019-08,13302,WV,Commercial
2019-08,2,WV,Medicaid
2019-08,28520,WV,Medicare
2019-08,5046,WY,Commercial
2019-08,5,WY,Medicaid
2019-08,45,WY,Medicare
2019-08,17601,,Commercial
2019-08,40,,Medicaid
2019-08,4088,,Medicare
2019-09,2831,AK,Commercial
2019-09,4,AK,Medicaid
2019-09,56,AK,Medicare
2019-09,31581,AL,Commercial
2019-09,16,AL,Medicaid
